"Line Numbers"	"  Si WT%"	"  Ti WT%"	"  Al WT%"	"  Cr WT%"	"  Fe WT%"	"  Ni WT%"	"  Mn WT%"	"  Mg WT%"	"  Ca WT%"	"  Na WT%"	"   O WT%"	"   TOTAL WT%"	"SiO2  Oxide Percents"	"TiO2  Oxide Percents"	"Al2O3  Oxide Percents"	"Cr2O3  Oxide Percents"	"FeO  Oxide Percents"	"NiO  Oxide Percents"	"MnO  Oxide Percents"	"MgO  Oxide Percents"	"CaO  Oxide Percents"	"Na2O  Oxide Percents"	"       O"	"Oxide Totals"	"  Si AT%"	"  Ti AT%"	"  Al AT%"	"  Cr AT%"	"  Fe AT%"	"  Ni AT%"	"  Mn AT%"	"  Mg AT%"	"  Ca AT%"	"  Na AT%"	"   O AT%"	"Si OXMOL%"	"Ti OXMOL%"	"Al OXMOL%"	"Cr OXMOL%"	"Fe OXMOL%"	"Ni OXMOL%"	"Mn OXMOL%"	"Mg OXMOL%"	"Ca OXMOL%"	"Na OXMOL%"	"O OXMOL%"	"   TOTAL OXMOL%"	" FORMULA"	"   BASIS"	"Si FORMULA"	"Ti FORMULA"	"Al FORMULA"	"Cr FORMULA"	"Fe FORMULA"	"Ni FORMULA"	"Mn FORMULA"	"Mg FORMULA"	"Ca FORMULA"	"Na FORMULA"	"O FORMULA"	"Si Detection Limits"	"Ti Detection Limits"	"Al Detection Limits"	"Cr Detection Limits"	"Fe Detection Limits"	"Ni Detection Limits"	"Mn Detection Limits"	"Mg Detection Limits"	"Ca Detection Limits"	"Na Detection Limits"	"Si Percent Errors"	"Ti Percent Errors"	"Al Percent Errors"	"Cr Percent Errors"	"Fe Percent Errors"	"Ni Percent Errors"	"Mn Percent Errors"	"Mg Percent Errors"	"Ca Percent Errors"	"Na Percent Errors"	"X Stage Coordinates (mm)"	"Y Stage Coordinates (mm)"	"   Z Stage Coordinates (mm)"	" RELDIST"	"Si K-RAW"	"Ti K-RAW"	"Al K-RAW"	"Cr K-RAW"	"Fe K-RAW"	"Ni K-RAW"	"Mn K-RAW"	"Mg K-RAW"	"Ca K-RAW"	"Na K-RAW"	"Si KRAT"	"Ti KRAT"	"Al KRAT"	"Cr KRAT"	"Fe KRAT"	"Ni KRAT"	"Mn KRAT"	"Mg KRAT"	"Ca KRAT"	"Na KRAT"	"TOTAL-WT%"	"TOTAL-OXYGEN"
78	 .617438	 .021793	 28.1417	 9.53219	 8.17126	 .198193	 .134435	 10.1347	 .026642	 .089402	 39.2970	 96.3646	 1.32092	 .036352	 53.1732	 13.9320	 10.5123	 .252206	 .173588	 16.8063	 .037277	 .120511	  .00000	 96.3646	 .513824	 .010634	 24.3774	 4.28483	 3.41980	 .078902	 .057194	 9.74596	 .015536	 .090890	 57.4051	 1.82088	 .037684	 43.1941	 7.59227	 12.1190	 .279612	 .202684	 34.5376	 .055057	 .161048	 .000000	 100.000	 6.00000	0	 .053705	 .001111	 2.54793	 .447852	 .357439	 .008247	 .005978	 1.01865	 .001624	 .009500	 6.00000	 .029274	 .034595	 .028517	 .010347	 .036168	 .033696	 .023466	 .010392	 .007119	 .013954	 2.84679	 79.1617	 .286182	 .242556	 .994013	 8.89440	 9.43295	 .372032	 13.5102	 9.40804	 67.6406	 75.5055	 10.8935	 .000000	 .026293	 .000356	 1.24783	 .132909	 .140267	 .002278	 .002328	 .258198	 .001899	 .008788	4.007396E-03	1.973498E-04	0.1908919	0.0851602	0.0701955	1.708552E-03	1.146381E-03	6.703173E-02	2.530937E-04	4.408751E-04	 96.3646	 39.2970
79	 .043071	 .017417	 27.4069	 9.66098	 8.29282	 .222899	 .213564	 11.6121	 .116382	 .000000	 39.0874	 96.6736	 .092143	 .029053	 51.7849	 14.1202	 10.6687	 .283645	 .275762	 19.2563	 .162841	 .000000	  .00000	 96.6736	 .035803	 .008489	 23.7144	 4.33788	 3.46680	 .088638	 .090757	 11.1542	 .067793	 .000000	 57.0352	 .123720	 .029336	 40.9736	 7.49495	 11.9798	 .306298	 .313619	 38.5444	 .234263	 .000000	 .000000	 100.000	 6.00000	0	 .003766	 .000893	 2.49471	 .456337	 .364701	 .009325	 .009547	 1.17340	 .007132	 .000000	 6.00000	 .026021	 .039189	 .027240	 .010266	 .035023	 .034261	 .023281	 .011177	 .006863	 .016529	 29.2538	 109.924	 .291742	 .240698	 .984839	 8.10709	 6.30816	 .347643	 3.63156	 -424.27	 67.6439	 75.4800	 10.8935	 25.7096	 .001828	 .000285	 1.19806	 .134790	 .142404	 .002562	 .003700	 .295717	 .008303	 -.00018	2.786339E-04	1.578664E-04	0.1832788	8.636484E-02	0.0712651	1.92197E-03	1.821895E-03	0.0767723	1.106504E-03	1E-10	 96.6736	 39.0874
80	 25.3777	 .159809	 2.74200	 .519029	 1.85188	 .046976	 .064916	 9.48025	 14.6956	 1.46579	 44.8793	 101.283	 54.2920	 .266570	 5.18095	 .758600	 2.38244	 .059778	 .083821	 15.7211	 20.5622	 1.97585	  .00000	 101.283	 19.3109	 .071303	 2.17186	 .213335	 .708684	 .017100	 .025253	 8.33612	 7.83611	 1.36261	 59.9467	 50.5794	 .186757	 2.84429	 .279385	 1.85620	 .044789	 .066144	 21.8341	 20.5245	 1.78449	 .000000	 100.000	 6.00000	0	 1.93280	 .007137	 .217379	 .021352	 .070931	 .001712	 .002528	 .834353	 .784307	 .136382	 6.00000	 .023549	 .044780	 .023383	 .010565	 .036342	 .031946	 .023153	 .010369	 .007276	 .015664	 .252522	 16.5377	 .973449	 1.42076	 2.26542	 33.0425	 18.1200	 .380773	 .212913	 1.49215	 67.3620	 75.3047	 10.8935	 357.669	 1.32144	 .002395	 .126388	 .006805	 .030979	 .000529	 .001085	 .246824	 1.01240	 .153109	0.2014045	1.328722E-03	1.933472E-02	4.360371E-03	1.550309E-02	3.965764E-04	5.34104E-04	6.407887E-02	0.1349161	7.681314E-03	 101.283	 44.8793
81	 29.0201	 .101427	 2.20977	 .506415	 1.48153	 .020212	 .072155	 7.70940	 14.0722	 .991322	 46.8200	 103.005	 62.0843	 .169187	 4.17533	 .740163	 1.90599	 .025720	 .093170	 12.7845	 19.6898	 1.33628	 -.00001	 103.005	 21.5582	 .044180	 1.70875	 .203208	 .553499	 .007183	 .027403	 6.61805	 7.32553	 .899665	 61.0543	 57.4275	 .117688	 2.27591	 .270657	 1.47443	 .019134	 .072997	 17.6294	 19.5140	 1.19828	 .000000	 100.000	 6.00000	0	 2.11860	 .004342	 .167924	 .019970	 .054394	 .000706	 .002693	 .650377	 .719904	 .088413	 6.00000	 .022003	 .040621	 .022625	 .010350	 .036332	 .032673	 .023330	 .009418	 .007372	 .013738	 .233156	 22.6425	 1.08868	 1.43396	 2.58684	 77.1764	 16.5365	 .421023	 .218046	 1.82860	 67.3487	 75.3335	 10.8935	 389.392	 1.54014	 .001518	 .104349	 .006625	 .024743	 .000227	 .001204	 .202015	 .966326	 .103573	0.2347362	8.421719E-04	1.596315E-02	4.244778E-03	1.238267E-02	1.703763E-04	5.927871E-04	5.244575E-02	0.1287764	5.196132E-03	 103.005	 46.8200
82	 24.3331	 .173993	 3.24020	 .507580	 1.68180	 .033733	 .031125	 9.30066	 13.7703	 1.52181	 43.6062	 98.2005	 52.0572	 .290231	 6.12229	 .741866	 2.16364	 .042926	 .040190	 15.4233	 19.2675	 2.05137	 .000004	 98.2005	 19.0458	 .079852	 2.63990	 .214598	 .662013	 .012631	 .012455	 8.41219	 7.55278	 1.45517	 59.9127	 50.2096	 .210512	 3.47974	 .282868	 1.74524	 .033298	 .032834	 22.1767	 19.9111	 1.91810	 .000000	 100.000	 6.00000	0	 1.90735	 .007997	 .264375	 .021491	 .066298	 .001265	 .001247	 .842445	 .756379	 .145729	 6.00000	 .021000	 .043490	 .022375	 .010434	 .035324	 .031070	 .023409	 .010249	 .007527	 .016338	 .257768	 15.1574	 .878113	 1.43593	 2.38533	 44.4355	 36.7717	 .383977	 .220192	 1.46530	 67.6405	 76.3177	 10.8935	 1415.94	 1.26157	 .002609	 .149359	 .006654	 .028129	 .000380	 .000520	 .242713	 .948175	 .159728	0.1922796	1.447123E-03	2.284889E-02	4.263428E-03	1.407717E-02	2.847352E-04	2.56076E-04	6.301163E-02	0.1263576	8.013364E-03	 98.2005	 43.6062
83	 23.0565	 .101339	 2.20111	 .598992	 1.53669	 .000000	 .048021	 10.0854	 14.8203	 1.44308	 42.0835	 95.9749	 49.3260	 .169039	 4.15896	 .875471	 1.97694	 .000000	 .062006	 16.7246	 20.7366	 1.94524	 .000000	 95.9749	 18.5636	 .047841	 1.84470	 .260501	 .622219	 .000000	 .019766	 9.38328	 8.36158	 1.41941	 59.4771	 47.8929	 .123427	 2.37961	 .336039	 1.60529	 .000000	 .050994	 24.2083	 21.5724	 1.83100	 .000000	 100.000	 6.00000	0	 1.87268	 .004826	 .186092	 .026279	 .062769	 .000000	 .001994	 .946576	 .843509	 .143189	 6.00000	 .019359	 .046055	 .020384	 .010180	 .035400	 .033171	 .024221	 .010988	 .007185	 .015900	 .264406	 24.8036	 1.08646	 1.26247	 2.51656	 -324.05	 25.0416	 .369245	 .211849	 1.50623	 67.6007	 76.3018	 10.8935	 1458.80	 1.19555	 .001517	 .100330	 .007845	 .025696	 -.00005	 .000802	 .262657	 1.02186	 .151048	0.1822174	8.416765E-04	1.534847E-02	5.026367E-03	1.285926E-02	1E-10	3.949584E-04	6.818947E-02	0.1361765	7.577905E-03	 95.9749	 42.0835
84	 .158237	 .049180	 27.5940	 10.1018	 8.88643	 .205474	 .118417	 11.2276	 .024843	 .013993	 39.4626	 97.8427	 .338524	 .082035	 52.1384	 14.7646	 11.4324	 .261471	 .152904	 18.6188	 .034760	 .018862	 .000000	 97.8427	 .130477	 .023778	 23.6842	 4.49934	 3.68507	 .081052	 .049918	 10.6982	 .014354	 .014095	 57.1195	 .453335	 .082614	 41.1446	 7.81632	 12.8035	 .281610	 .173437	 37.1702	 .049874	 .024487	 .000000	 100.000	 6.00000	0	 .013706	 .002498	 2.48786	 .472624	 .387091	 .008514	 .005244	 1.12377	 .001508	 .001481	 6.00000	 .028353	 .037830	 .027924	 .010327	 .035270	 .034940	 .024300	 .011294	 .006943	 .015794	 9.13666	 40.1120	 .290590	 .234845	 .949589	 8.86443	 10.8475	 .354588	 14.1107	 55.2489	 66.5821	 75.7476	 10.8935	 2618.41	 .006731	 .000806	 1.20800	 .141294	 .152718	 .002364	 .002054	 .284253	 .001775	 .001363	1.025955E-03	4.469121E-04	0.1847987	9.053249E-02	7.642659E-02	1.773029E-03	1.011295E-03	7.379593E-02	2.365518E-04	6.839159E-05	 97.8427	 39.4626
85	 2.83894	 .010153	 25.0180	 9.89356	 8.17367	 .185410	 .138630	 10.3223	 .028029	 .015376	 39.3054	 95.9294	 6.07351	 .016936	 47.2710	 14.4602	 10.5154	 .235938	 .179004	 17.1175	 .039218	 .020726	 .000000	 95.9294	 2.37642	 .004983	 21.7989	 4.47342	 3.44092	 .074247	 .059325	 9.98478	 .016441	 .015724	 57.7549	 8.16607	 .017125	 37.4537	 7.68599	 11.8240	 .255133	 .203859	 34.3106	 .056497	 .027016	 .000000	 100.000	 6.00000	0	 .246880	 .000518	 2.26463	 .464732	 .357468	 .007713	 .006163	 1.03729	 .001708	 .001634	 6.00000	 .024392	 .038676	 .025778	 .010154	 .034017	 .035086	 .024492	 .011132	 .006860	 .015759	 .909764	 183.501	 .303710	 .237651	 .991158	 9.77101	 9.48569	 .369875	 12.4815	 50.3544	 66.5588	 75.7124	 10.8935	 2660.62	 .123043	 .000166	 1.10415	 .137860	 .140205	 .002130	 .002400	 .261466	 .001997	 .001500	1.875335E-02	9.199588E-05	0.1689117	8.833191E-02	7.016475E-02	1.597504E-03	1.181684E-03	6.788014E-02	2.661931E-04	7.52355E-05	 95.9294	 39.3054
86	 .774284	 .053334	 23.3156	 9.78072	 8.09818	 .182325	 .128792	 9.77939	 .202048	 .115295	 35.1370	 87.5669	 1.65647	 .088964	 44.0544	 14.2953	 10.4183	 .232013	 .166301	 16.2172	 .282706	 .155415	 .000004	 87.5669	 .717955	 .028997	 22.5040	 4.89878	 3.77637	 .080876	 .061053	 10.4786	 .131285	 .130604	 57.1915	 2.47214	 .099846	 38.7441	 8.43401	 13.0032	 .278482	 .210223	 36.0811	 .452054	 .224856	 .000000	 100.000	 6.00000	0	 .075321	 .003042	 2.36091	 .513935	 .396182	 .008485	 .006405	 1.09932	 .013773	 .013702	 6.00000	 .021608	 .038678	 .023615	 .010167	 .034168	 .034646	 .023298	 .011165	 .006812	 .015165	 2.04632	 37.9339	 .315908	 .238546	 .994954	 9.81674	 9.73853	 .382233	 2.37837	 8.10128	 66.5258	 75.7636	 10.8935	 2721.53	 .033237	 .000877	 1.01767	 .136934	 .139251	 .002099	 .002236	 .245065	 .014470	 .011100	5.065802E-03	4.862645E-04	0.1556823	8.773893E-02	0.0696872	1.574628E-03	1.101266E-03	6.362227E-02	1.928367E-03	5.568797E-04	 87.5669	 35.1370
87	 18.6153	 .197884	 1.69596	 .564349	 1.55672	 .046255	 .052385	 11.0334	 15.2625	 1.36124	 37.4143	 87.8002	 39.8247	 .330082	 3.20449	 .824838	 2.00272	 .058860	 .067641	 18.2966	 21.3553	 1.83492	 .000000	 87.8002	 16.5591	 .103212	 1.57036	 .271166	 .696416	 .019683	 .023823	 11.3415	 9.51381	 1.47929	 58.4217	 41.4829	 .258562	 1.96699	 .339654	 1.74462	 .049310	 .059679	 28.4120	 23.8335	 1.85292	 .000000	 100.000	 6.00000	0	 1.70064	 .010600	 .161278	 .027849	 .071523	 .002022	 .002447	 1.16479	 .977083	 .151925	 6.00000	 .018902	 .046289	 .017649	 .010462	 .038750	 .029511	 .021638	 .012167	 .007260	 .019343	 .296528	 14.1984	 1.24714	 1.33147	 2.54061	 31.1367	 20.8719	 .354199	 .208288	 1.60541	 71.8685	 81.6056	 10.9085	 .000000	 .953479	 .002961	 .075485	 .007396	 .026062	 .000521	 .000876	 .285894	 1.05632	 .141752	0.1453222	1.642799E-03	1.154768E-02	4.738837E-03	1.304278E-02	3.910849E-04	4.312296E-04	0.0742221	0.1407699	7.11153E-03	 87.8002	 37.4143
88	 25.7716	 .186640	 2.80791	 .610665	 1.84850	 .043613	 .041460	 7.70387	 15.1393	 .949148	 44.2662	 99.3690	 55.1348	 .311326	 5.30550	 .892532	 2.37809	 .055498	 .053535	 12.7753	 21.1829	 1.27943	 .000004	 99.3690	 20.0589	 .085177	 2.27491	 .256737	 .723559	 .016239	 .016497	 6.92896	 8.25720	 .902505	 60.4793	 53.0608	 .225315	 3.00885	 .339566	 1.91400	 .042956	 .043640	 18.3288	 21.8424	 1.19368	 .000000	 100.000	 6.00000	0	 1.98999	 .008450	 .225688	 .025470	 .071782	 .001611	 .001637	 .687405	 .819176	 .089535	 6.00000	 .026513	 .045512	 .027119	 .010972	 .033900	 .033047	 .023537	 .008930	 .007653	 .012364	 .250184	 14.7270	 .980789	 1.28445	 2.24218	 36.6726	 28.0646	 .421959	 .209696	 1.85742	 71.8352	 81.5802	 10.9085	 41.8822	 1.35547	 .002795	 .131504	 .008004	 .030921	 .000491	 .000693	 .200469	 1.04358	 .098192	0.2065912	1.550801E-03	2.011735E-02	5.128594E-03	1.547409E-02	3.682638E-04	3.410901E-04	5.204439E-02	0.1390721	4.926186E-03	 99.3690	 44.2662
89	 26.1165	 .044841	 2.52642	 .433845	 5.00764	 .041932	 .113174	 18.0088	 .350285	 .062981	 45.7295	 98.4359	 55.8725	 .074797	 4.77363	 .634097	 6.44231	 .053360	 .146135	 29.8641	 .490119	 .084897	 .000000	 98.4359	 19.6352	 .019767	 1.97716	 .176188	 1.89341	 .015082	 .043500	 15.6459	 .184546	 .057847	 60.3514	 50.9437	 .051287	 2.56488	 .228560	 4.91245	 .039129	 .112860	 40.5934	 .478805	 .075042	 .000000	 100.000	 6.00000	0	 1.95209	 .001965	 .196565	 .017516	 .188238	 .001499	 .004325	 1.55548	 .018347	 .005751	 6.00000	 .022711	 .036818	 .024754	 .009908	 .030496	 .033355	 .023524	 .008642	 .006992	 .013864	 .254171	 42.9303	 1.05903	 1.56259	 1.28762	 38.4454	 11.0475	 .269586	 1.66764	 12.3285	 72.4160	 81.7490	 10.9085	 646.717	 1.29769	 .000687	 .109271	 .005819	 .083997	 .000471	 .001900	 .486314	 .023896	 .006811	0.1977838	3.811252E-04	0.0167162	3.728211E-03	4.203551E-02	3.530165E-04	9.355796E-04	0.1262538	3.184449E-03	3.416773E-04	 98.4359	 45.7295
90	 25.2867	 .000000	 2.31381	 .416087	 4.99569	 .053390	 .135843	 19.3383	 .336098	 .060526	 45.4318	 98.3682	 54.0973	 .000000	 4.37191	 .608142	 6.42694	 .067940	 .175405	 32.0687	 .470269	 .081588	 .000000	 98.3682	 19.0221	 .000000	 1.81180	 .169072	 1.88996	 .019213	 .052242	 16.8104	 .177172	 .055624	 59.9924	 48.7880	 .000000	 2.32345	 .216817	 4.84736	 .049279	 .133990	 43.1154	 .454410	 .071332	 .000000	 100.000	 6.00000	0	 1.90245	 .000000	 .181203	 .016909	 .189020	 .001922	 .005225	 1.68126	 .017719	 .005563	 6.00000	 .021186	 .044483	 .021949	 .009951	 .033551	 .032242	 .021397	 .009273	 .006843	 .014667	 .258789	 -146.98	 1.09702	 1.61493	 1.29586	 29.4430	 8.76504	 .259950	 1.70190	 13.2821	 72.3696	 81.7171	 10.9085	 703.026	 1.24820	 -.00021	 .098890	 .005582	 .083805	 .000599	 .002281	 .523266	 .022930	 .006569	0.1902408	1E-10	1.512804E-02	3.576303E-03	4.193937E-02	4.494782E-04	1.123074E-03	0.1358472	3.055753E-03	3.295683E-04	 98.3682	 45.4318
91	 24.2617	 .041727	 2.14460	 .396849	 4.94013	 .039210	 .111674	 17.9472	 .342092	 .055904	 43.1906	 93.4716	 51.9044	 .069603	 4.05218	 .580024	 6.35547	 .049896	 .144197	 29.7618	 .478656	 .075357	 .000004	 93.4716	 19.2315	 .019394	 1.76951	 .169917	 1.96934	 .014869	 .045254	 16.4393	 .190019	 .054136	 60.0968	 49.4301	 .049848	 2.27406	 .218367	 5.06174	 .038216	 .116316	 42.2534	 .488400	 .069572	 .000000	 100.000	 6.00000	0	 1.92005	 .001936	 .176666	 .016964	 .196617	 .001484	 .004518	 1.64128	 .018971	 .005405	 6.00000	 .019847	 .037379	 .021993	 .009736	 .032875	 .032431	 .022776	 .009062	 .006869	 .014026	 .263632	 46.4070	 1.14599	 1.65480	 1.30196	 39.9641	 10.9003	 .270211	 1.68406	 13.7766	 72.4127	 81.6757	 10.9085	 762.791	 1.20063	 .000640	 .091932	 .005328	 .082891	 .000440	 .001875	 .484458	 .023349	 .006045	0.1829915	3.548702E-04	1.406364E-02	3.414111E-03	4.148233E-02	3.301658E-04	9.234695E-04	0.125772	3.111575E-03	3.032846E-04	 93.4716	 43.1906
92	 27.9892	 .029378	 2.72252	 .396065	 5.28658	 .076605	 .085740	 16.3735	 .419695	 .062477	 47.0422	 100.484	 59.8789	 .049005	 5.14415	 .578878	 6.80117	 .097482	 .110711	 27.1522	 .587237	 .084218	 .000000	 100.484	 20.6317	 .012698	 2.08896	 .157700	 1.95979	 .027014	 .032311	 13.9470	 .216790	 .056262	 60.8698	 54.3243	 .033434	 2.75018	 .207616	 5.16023	 .071128	 .085076	 36.7231	 .570820	 .074071	 .000000	 100.000	 6.00000	0	 2.03369	 .001252	 .205911	 .015545	 .193179	 .002663	 .003185	 1.37477	 .021369	 .005546	 6.00000	 .027321	 .037684	 .027499	 .010030	 .034852	 .034184	 .024889	 .008148	 .006956	 .012410	 .245374	 64.6742	 1.02720	 1.68198	 1.26030	 21.9512	 14.8866	 .283281	 1.48078	 11.5173	 73.2124	 83.0772	 10.9085	 2376.40	 1.40538	 .000450	 .119774	 .005315	 .088698	 .000860	 .001440	 .440273	 .028624	 .006707	0.2141969	2.496605E-04	1.832288E-02	3.405517E-03	4.438835E-02	6.449629E-04	7.088786E-04	0.114301	3.814536E-03	3.365048E-04	 100.484	 47.0422
93	 27.2946	 .030925	 2.69377	 .385987	 5.07627	 .062705	 .115174	 18.2741	 .504044	 .087117	 47.4595	 101.984	 58.3928	 .051585	 5.08983	 .564149	 6.53061	 .079793	 .148718	 30.3040	 .705260	 .117432	 .000000	 101.984	 19.7998	 .013154	 2.03405	 .151244	 1.85191	 .021760	 .042713	 15.3185	 .256221	 .077204	 60.4335	 51.5146	 .034223	 2.64607	 .196751	 4.81825	 .056615	 .111129	 39.8553	 .666631	 .100434	 .000000	 100.000	 6.00000	0	 1.96578	 .001306	 .201946	 .015016	 .183863	 .002160	 .004241	 1.52086	 .025438	 .007665	 6.00000	 .027309	 .043267	 .027838	 .010314	 .034684	 .033014	 .022631	 .009246	 .007171	 .013982	 .249539	 69.6412	 1.04180	 1.74026	 1.28724	 25.7693	 10.5534	 .267634	 1.32911	 9.44669	 73.2024	 83.0201	 10.9085	 2434.37	 1.35884	 .000473	 .116938	 .005173	 .085138	 .000704	 .001933	 .493509	 .034374	 .009422	0.2071044	2.626464E-04	1.788901E-02	3.314459E-03	4.260674E-02	5.278336E-04	9.51906E-04	0.1281216	4.580834E-03	4.727141E-04	 101.984	 47.4595
94	 26.7935	 .026298	 2.35286	 .360131	 5.05843	 .051849	 .107527	 18.7967	 .836384	 .135561	 47.0537	 101.573	 57.3210	 .043867	 4.44569	 .526358	 6.50765	 .065979	 .138842	 31.1706	 1.17027	 .182733	 .000000	 101.573	 19.5366	 .011244	 1.78579	 .141840	 1.85491	 .018086	 .040082	 15.8378	 .427352	 .120754	 60.2256	 50.4167	 .029015	 2.30423	 .183018	 4.78685	 .046672	 .103437	 40.8715	 1.10284	 .155811	 .000000	 100.000	 6.00000	0	 1.94634	 .001120	 .177910	 .014131	 .184796	 .001802	 .003993	 1.57785	 .042575	 .012030	 6.00000	 .023002	 .040987	 .024106	 .010037	 .034847	 .031465	 .022840	 .009429	 .007182	 .014512	 .250806	 77.3697	 1.09994	 1.80886	 1.29007	 29.6060	 11.2985	 .263960	 .978324	 6.78384	 73.2455	 83.0359	 10.9085	 2480.27	 1.33177	 .000402	 .101540	 .004825	 .084834	 .000582	 .001805	 .507384	 .057058	 .014670	0.2029787	2.232488E-04	1.553356E-02	3.091463E-03	4.245439E-02	4.364735E-04	8.886065E-04	0.1317239	7.603761E-03	7.359982E-04	 101.573	 47.0537
95	 28.0932	 .000000	 .185599	 .818269	 2.19414	 .040898	 .155667	 10.1049	 15.2518	 .572026	 46.1757	 103.592	 60.1014	 .000000	 .350686	 1.19596	 2.82276	 .052044	 .201003	 16.7570	 21.3403	 .771078	  .00000	 103.592	 20.9573	 .000000	 .144120	 .329723	 .823168	 .014595	 .059367	 8.71083	 7.97288	 .521315	 60.4668	 53.6874	 .000000	 .184600	 .422336	 2.10876	 .037390	 .152085	 22.3151	 20.4246	 .667741	 .000000	 100.000	 6.00000	0	 2.07955	 .000000	 .014301	 .032718	 .081681	 .001448	 .005891	 .864359	 .791134	 .051729	 6.00000	 .026448	 .041569	 .026323	 .010566	 .032701	 .032181	 .023319	 .010254	 .007534	 .015890	 .238344	 .000000	 7.50368	 1.03213	 2.02428	 38.0708	 8.29911	 .368002	 .208886	 2.61165	 52.3163	 78.3122	 10.8825	 .000000	 1.48773	 .000000	 .008545	 .010733	 .036689	 .000460	 .002600	 .263377	 1.05030	 .059046	0.2267491	7.434744E-11	1.307182E-03	6.877168E-03	1.836053E-02	3.451076E-04	1.28048E-03	6.837627E-02	0.1399665	2.962265E-03	 103.592	 46.1757
96	 24.2731	 .000000	 .124975	 .793825	 1.83151	 .027049	 .168973	 11.7011	 15.6904	 .687406	 42.9203	 98.2185	 51.9288	 .000000	 .236138	 1.16023	 2.35623	 .034420	 .218185	 19.4039	 21.9540	 .926607	 .000004	 98.2185	 19.1807	 .000000	 .102796	 .338832	 .727843	 .010225	 .068261	 10.6846	 8.68828	 .663595	 59.5349	 48.0568	 .000000	 .128777	 .424467	 1.82360	 .025619	 .171027	 26.7701	 21.7683	 .831311	 .000000	 100.000	 6.00000	0	 1.93306	 .000000	 .010360	 .034148	 .073353	 .001030	 .006879	 1.07681	 .875616	 .066878	 6.00000	 .023387	 .044736	 .022802	 .010742	 .035658	 .031652	 .022227	 .011275	 .007415	 .018139	 .257653	 -663.32	 9.56991	 1.06007	 2.27141	 56.1609	 7.48088	 .341995	 .205681	 2.40358	 52.3628	 78.2709	 10.8825	 62.1973	 1.26828	 -.00005	 .005631	 .010402	 .030628	 .000304	 .002823	 .305162	 1.08243	 .071269	0.1933013	1E-10	8.614997E-04	6.665072E-03	1.532742E-02	2.283632E-04	1.389902E-03	7.922423E-02	0.1442488	3.575497E-03	 98.2185	 42.9203
97	 25.0870	 .004746	 .119873	 .818473	 1.85343	 .018036	 .174367	 10.5507	 16.2144	 .606315	 43.2866	 98.7339	 53.6700	 .007916	 .226498	 1.19626	 2.38443	 .022952	 .225149	 17.4962	 22.6872	 .817298	 .000000	 98.7339	 19.7588	 .002192	 .098277	 .348207	 .734142	 .006796	 .070209	 9.60261	 8.94905	 .583395	 59.8463	 49.8473	 .005529	 .123965	 .439226	 1.85208	 .017144	 .177123	 24.2253	 22.5765	 .735889	 .000000	 100.000	 6.00000	0	 1.98096	 .000220	 .009853	 .034910	 .073603	 .000681	 .007039	 .962727	 .897203	 .058489	 6.00000	 .022180	 .042446	 .022568	 .010416	 .034465	 .033357	 .024625	 .010042	 .007455	 .015638	 .252044	 425.566	 9.84521	 1.02737	 2.24401	 88.1335	 7.82922	 .360234	 .202304	 2.51014	 52.4126	 78.2740	 10.8825	 112.095	 1.32060	 .000071	 .005460	 .010723	 .030993	 .000203	 .002912	 .274517	 1.11886	 .062526	0.201276	3.940027E-05	8.352688E-04	6.870342E-03	1.551003E-02	1.52291E-04	1.434112E-03	7.126831E-02	0.1491039	3.136873E-03	 98.7339	 43.2866
98	 15.7643	 .030523	 .000000	 .006986	 8.19294	 .192999	 .343924	 29.5963	 .046812	 .011462	 39.9907	 94.1769	 33.7255	 .050914	 .000000	 .010211	 10.5402	 .245596	 .444087	 49.0795	 .065499	 .015451	 .000000	 94.1769	 12.6499	 .014361	 .000000	 .003028	 3.30629	 .074087	 .141088	 27.4437	 .026322	 .011236	 56.3301	 28.9717	 .032891	 .000000	 .003468	 7.57232	 .169681	 .323131	 62.8536	 .060286	 .012867	 .000000	 100.000	 6.00000	0	 1.34740	 .001530	 .000000	 .000323	 .352170	 .007891	 .015028	 2.92316	 .002804	 .001197	 6.00000	 .018660	 .033954	 .020173	 .009725	 .034816	 .033577	 .021541	 .009618	 .006836	 .015510	 .338792	 57.0084	 -36.467	 66.2092	 .997566	 9.09995	 4.14964	 .211077	 7.83783	 65.6781	 51.6693	 76.8852	 10.8825	 1687.30	 .730674	 .000473	 -.00096	 .000096	 .138470	 .002175	 .005814	 .791269	 .003224	 .001231	0.1113638	2.626451E-04	1E-10	6.141684E-05	6.929637E-02	1.631747E-03	2.863166E-03	0.2054243	4.296112E-04	6.1764E-05	 94.1769	 39.9907
