"Line Numbers"	"  Si WT%"	"  Ti WT%"	"  Al WT%"	"  Cr WT%"	"  Fe WT%"	"  Ni WT%"	"  Mn WT%"	"  Mg WT%"	"  Ca WT%"	"  Na WT%"	"   O WT%"	"   TOTAL WT%"	"SiO2  Oxide Percents"	"TiO2  Oxide Percents"	"Al2O3  Oxide Percents"	"Cr2O3  Oxide Percents"	"FeO  Oxide Percents"	"NiO  Oxide Percents"	"MnO  Oxide Percents"	"MgO  Oxide Percents"	"CaO  Oxide Percents"	"Na2O  Oxide Percents"	"       O"	"Oxide Totals"	"  Si AT%"	"  Ti AT%"	"  Al AT%"	"  Cr AT%"	"  Fe AT%"	"  Ni AT%"	"  Mn AT%"	"  Mg AT%"	"  Ca AT%"	"  Na AT%"	"   O AT%"	"Si OXMOL%"	"Ti OXMOL%"	"Al OXMOL%"	"Cr OXMOL%"	"Fe OXMOL%"	"Ni OXMOL%"	"Mn OXMOL%"	"Mg OXMOL%"	"Ca OXMOL%"	"Na OXMOL%"	"O OXMOL%"	"   TOTAL OXMOL%"	" FORMULA"	"   BASIS"	"Si FORMULA"	"Ti FORMULA"	"Al FORMULA"	"Cr FORMULA"	"Fe FORMULA"	"Ni FORMULA"	"Mn FORMULA"	"Mg FORMULA"	"Ca FORMULA"	"Na FORMULA"	"O FORMULA"	"Si Detection Limits"	"Ti Detection Limits"	"Al Detection Limits"	"Cr Detection Limits"	"Fe Detection Limits"	"Ni Detection Limits"	"Mn Detection Limits"	"Mg Detection Limits"	"Ca Detection Limits"	"Na Detection Limits"	"Si Percent Errors"	"Ti Percent Errors"	"Al Percent Errors"	"Cr Percent Errors"	"Fe Percent Errors"	"Ni Percent Errors"	"Mn Percent Errors"	"Mg Percent Errors"	"Ca Percent Errors"	"Na Percent Errors"	"X Stage Coordinates (mm)"	"Y Stage Coordinates (mm)"	"Z Stage Coordinates (mm)"	" RELDIST"	"Si K-RAW"	"Ti K-RAW"	"Al K-RAW"	"Cr K-RAW"	"Fe K-RAW"	"Ni K-RAW"	"Mn K-RAW"	"Mg K-RAW"	"Ca K-RAW"	"Na K-RAW"	"Si KRAT"	"Ti KRAT"	"Al KRAT"	"Cr KRAT"	"Fe KRAT"	"Ni KRAT"	"Mn KRAT"	"Mg KRAT"	"Ca KRAT"	"Na KRAT"	"TOTAL-WT%"	"TOTAL-OXYGEN"
137	 .212658	 .049329	 26.5207	 7.63420	 8.28341	 .254179	 .095852	 11.3891	 .125092	 .003483	 37.4076	 91.9755	 .454952	 .082284	 50.1103	 11.1580	 10.6566	 .323449	 .123768	 18.8865	 .175029	 .004695	  .00000	 91.9755	 .184560	 .025102	 23.9583	 3.57881	 3.61538	 .105529	 .042528	 11.4219	 .076076	 .003693	 56.9882	 .631159	 .085845	 40.9663	 6.11942	 12.3639	 .360889	 .145438	 39.0605	 .260165	 .006314	 .000000	 100.000	 6.00000	0	 .019431	 .002643	 2.52245	 .376795	 .380646	 .011111	 .004478	 1.20255	 .008010	 .000389	 6.00000	 .024574	 .037442	 .025874	 .010146	 .034563	 .032971	 .023209	 .010398	 .007127	 .014767	 6.22049	 39.6783	 .295158	 .271195	 .981772	 6.99451	 12.6475	 .348157	 3.50388	 202.029	 11.3599	 80.6726	 10.8650	 4254.62	 .008997	 .000801	 1.16045	 .106552	 .142179	 .002918	 .001657	 .292249	 .008892	 .000346	1.371237E-03	4.44142E-04	0.1775252	6.827213E-02	7.115255E-02	2.188634E-03	8.161163E-04	7.587186E-02	1.184998E-03	1.734665E-05	 91.9755	 37.4076
138	 .109374	 .056801	 30.1294	 7.60559	 8.02707	 .284331	 .082038	 11.3948	 .022869	 .020390	 40.3912	 98.1239	 .233991	 .094748	 56.9290	 11.1161	 10.3268	 .361819	 .105931	 18.8960	 .031999	 .027486	 .000000	 98.1239	 .088249	 .026873	 25.3048	 3.31473	 3.25719	 .109748	 .033840	 10.6242	 .012930	 .020099	 57.2074	 .309943	 .094380	 44.4367	 5.82088	 11.4397	 .385450	 .118850	 37.3134	 .045413	 .035295	 .000000	 100.000	 6.00000	0	 .009256	 .002818	 2.65400	 .347654	 .341619	 .011511	 .003549	 1.11428	 .001356	 .002108	 6.00000	 .028592	 .040754	 .027445	 .010116	 .034523	 .032871	 .023880	 .010704	 .007123	 .015016	 13.0183	 37.4215	 .275028	 .272170	 .998421	 6.32592	 14.9331	 .346315	 15.5992	 36.7585	 11.3897	 80.7205	 10.8650	 4311.03	 .004607	 .000918	 1.33635	 .105729	 .137599	 .003260	 .001416	 .295613	 .001621	 .002053	7.021788E-04	5.09329E-04	0.2044332	6.774486E-02	6.886061E-02	2.445514E-03	6.972773E-04	7.674519E-02	2.160383E-04	1.030048E-04	 98.1239	 40.3912
139	 21.1437	 .000000	 .000000	 .003120	 7.79402	 .299291	 .113091	 27.3510	 .084722	 .000000	 44.4782	 101.267	 45.2340	 .000000	 .000000	 .004559	 10.0270	 .380856	 .146028	 45.3562	 .118543	 .000000	 .000000	 101.267	 15.6612	 .000000	 .000000	 .001248	 2.90332	 .106051	 .042824	 23.4105	 .043974	 .000000	 57.8309	 37.1396	 .000000	 .000000	 .001480	 6.88504	 .251494	 .101555	 55.5166	 .104282	 .000000	 .000000	 100.000	 6.00000	0	 1.62486	 .000000	 .000000	 .000129	 .301221	 .011003	 .004443	 2.42886	 .004562	 .000000	 6.00000	 .029510	 .039089	 .030634	 .010252	 .031382	 .033205	 .023149	 .008935	 .007191	 .014805	 .291206	 -116.62	 -139.38	 155.479	 1.01803	 6.11063	 10.9032	 .218761	 4.87383	 -396.88	 13.2213	 79.5484	 10.8650	 6485.55	 1.00822	 -.00024	 -.00041	 .000043	 .131450	 .003367	 .001907	 .732298	 .005811	 -.00019	0.153666	1E-10	1E-10	2.723422E-05	6.578326E-02	2.526067E-03	9.393075E-04	0.1901148	7.744264E-04	1E-10	 101.267	 44.4782
140	 19.9520	 .000000	 .000203	 .003883	 7.60399	 .250618	 .114892	 29.8316	 .070998	 .010457	 44.6848	 102.524	 42.6844	 .000000	 .000383	 .005676	 9.78251	 .318918	 .148353	 49.4698	 .099341	 .014096	  .00000	 102.524	 14.5709	 .000000	 .000154	 .001532	 2.79274	 .087557	 .042895	 25.1751	 .036334	 .009330	 57.2835	 34.1150	 .000000	 .000181	 .001793	 6.53870	 .204999	 .100431	 58.9429	 .085068	 .010922	 .000000	 100.000	 6.00000	0	 1.52618	 .000000	 .000016	 .000160	 .292518	 .009171	 .004493	 2.63689	 .003806	 .000977	 6.00000	 .027978	 .041449	 .028916	 .009855	 .036856	 .033849	 .023843	 .010182	 .006946	 .016304	 .301001	 -51.627	 6716.49	 120.218	 1.03834	 7.24340	 11.0037	 .208940	 5.52361	 75.2762	 13.1814	 79.5389	 10.8650	 6526.57	 .940884	 -.00054	 .000008	 .000053	 .128172	 .002819	 .001937	 .803544	 .004869	 .001134	0.1434025	1E-10	1.211754E-06	3.386024E-05	6.414294E-02	2.11473E-03	9.538399E-04	0.208611	6.488994E-04	5.687645E-05	 102.524	 44.6848
141	 19.8782	 .016741	 .002877	 .000000	 7.71387	 .234540	 .108901	 22.7815	 .052927	 .009592	 39.9893	 90.7884	 42.5265	 .027924	 .005435	 .000000	 9.92387	 .298458	 .140617	 37.7786	 .074055	 .012930	 .000000	 90.7884	 16.4952	 .008145	 .002485	 .000000	 3.21917	 .093106	 .046199	 21.8453	 .030777	 .009724	 58.2499	 39.5152	 .019512	 .002976	 .000000	 7.71169	 .223040	 .110672	 52.3316	 .073727	 .011647	 .000000	 100.000	 6.00000	0	 1.69908	 .000839	 .000256	 .000000	 .331589	 .009590	 .004759	 2.25017	 .003170	 .001002	 6.00000	 .025231	 .032283	 .026666	 .009957	 .033376	 .035416	 .023952	 .007426	 .006841	 .012013	 .297342	 95.7780	 437.974	 -73.135	 1.02536	 7.96281	 11.5860	 .240671	 7.03644	 61.4844	 13.1351	 79.5260	 10.8650	 6574.63	 .956411	 .000259	 .000115	 -.00009	 .130226	 .002641	 .001839	 .604497	 .003635	 .001016	0.145769	1.436442E-04	1.766566E-05	1E-10	6.517056E-02	1.981017E-03	9.054205E-04	0.1569357	4.843847E-04	5.097188E-05	 90.7884	 39.9893
142	 25.3606	 .081506	 2.16477	 .264041	 4.91921	 .056350	 .126826	 19.0725	 .646332	 .045685	 45.2876	 98.0255	 54.2554	 .135958	 4.09030	 .385916	 6.32855	 .071707	 .163762	 31.6280	 .904349	 .061582	 -.00001	 98.0255	 19.1523	 .036092	 1.70173	 .107710	 1.86831	 .020358	 .048965	 16.6443	 .342043	 .042149	 60.0360	 49.0605	 .092453	 2.17957	 .137954	 4.78585	 .052149	 .125429	 42.6359	 .876175	 .053984	 .000000	 100.000	 6.00000	0	 1.91408	 .003607	 .170071	 .010764	 .186719	 .002035	 .004894	 1.66343	 .034184	 .004212	 6.00000	 .020762	 .039954	 .021465	 .010031	 .034883	 .031569	 .021718	 .009385	 .006957	 .014353	 .257180	 26.8824	 1.13231	 2.30281	 1.30590	 27.3980	 9.39447	 .260981	 1.13052	 16.7283	 19.9160	 86.5550	 10.8795	 .000000	 1.25483	 .001247	 .092702	 .003539	 .082508	 .000632	 .002129	 .516012	 .044096	 .004956	0.1912511	6.920499E-04	1.418155E-02	2.267426E-03	4.129057E-02	4.743564E-04	1.04815E-03	0.1339639	5.876412E-03	2.486306E-04	 98.0255	 45.2876
143	 25.5313	 .053804	 2.34942	 .275562	 4.99942	 .059041	 .109226	 16.5846	 .665581	 .026455	 44.0150	 94.6694	 54.6205	 .089748	 4.43919	 .402754	 6.43174	 .075131	 .141037	 27.5023	 .931281	 .035660	 .000004	 94.6694	 19.9961	 .024708	 1.91535	 .116576	 1.96916	 .022121	 .043734	 15.0097	 .365287	 .025312	 60.5120	 51.9927	 .064245	 2.49010	 .151558	 5.12011	 .057518	 .113714	 39.0274	 .949800	 .032907	 .000000	 100.000	 6.00000	0	 1.98269	 .002450	 .189914	 .011559	 .195250	 .002193	 .004336	 1.48827	 .036220	 .002510	 6.00000	 .023665	 .036313	 .024599	 .009826	 .031893	 .033658	 .024501	 .008475	 .006765	 .013609	 .256055	 36.0269	 1.09924	 2.19796	 1.28766	 27.8021	 11.7737	 .280465	 1.10482	 26.3319	 19.8994	 86.6060	 10.8795	 53.6358	 1.27459	 .000824	 .102217	 .003698	 .083883	 .000663	 .001834	 .446610	 .045416	 .002847	0.1942642	4.570507E-04	1.563703E-02	2.369145E-03	4.197881E-02	4.971279E-04	9.030031E-04	0.115946	6.052308E-03	1.42815E-04	 94.6694	 44.0150
144	 22.4090	 .046136	 2.01640	 .265570	 4.71032	 .040166	 .092853	 21.8880	 .695702	 .051726	 43.5709	 95.7867	 47.9409	 .076957	 3.80995	 .388151	 6.05982	 .051112	 .119895	 36.2968	 .973427	 .069726	 .000004	 95.7867	 17.3122	 .020899	 1.62152	 .110823	 1.83008	 .014844	 .036673	 19.5402	 .376629	 .048819	 59.0874	 43.2566	 .052218	 2.02578	 .138452	 4.57268	 .037091	 .091631	 48.8235	 .941055	 .060990	 .000000	 100.000	 6.00000	0	 1.75795	 .002122	 .164656	 .011253	 .185834	 .001507	 .003724	 1.98420	 .038245	 .004957	 6.00000	 .020284	 .047049	 .020236	 .009950	 .036816	 .029806	 .021433	 .010742	 .006830	 .017489	 .276388	 51.4235	 1.18288	 2.28104	 1.34174	 36.0319	 12.2451	 .243008	 1.07793	 17.5184	 20.0120	 86.5709	 10.8795	 171.579	 1.08803	 .000706	 .083895	 .003559	 .079001	 .000451	 .001558	 .595911	 .047489	 .005673	0.1658298	3.917603E-04	1.283416E-02	2.280265E-03	3.953552E-02	3.381308E-04	7.674067E-04	0.1547067	6.328567E-03	2.846185E-04	 95.7867	 43.5709
145	 20.1901	 .031960	 .007697	 .004164	 7.75088	 .281667	 .102175	 23.5670	 .074920	 .003428	 40.9063	 92.9203	 43.1939	 .053311	 .014543	 .006087	 9.97148	 .358428	 .131932	 39.0811	 .104828	 .004620	  .00000	 92.9203	 16.3616	 .015186	 .006493	 .001823	 3.15883	 .109194	 .042330	 22.0691	 .042545	 .003393	 58.1896	 39.1382	 .036326	 .007765	 .002180	 7.55619	 .261201	 .101256	 52.7910	 .101770	 .004058	 .000000	 100.000	 6.00000	0	 1.68706	 .001566	 .000669	 .000188	 .325711	 .011259	 .004365	 2.27557	 .004387	 .000350	 6.00000	 .025996	 .035950	 .027305	 .009826	 .034172	 .033640	 .023945	 .007848	 .007041	 .012481	 .295449	 57.3405	 168.188	 111.808	 1.02361	 6.50375	 12.2693	 .236493	 5.32675	 174.045	 19.5940	 86.2240	 10.8795	 714.777	 .970110	 .000494	 .000308	 .000057	 .130854	 .003171	 .001725	 .626045	 .005145	 .000364	0.1478569	2.741385E-04	4.718173E-05	3.647533E-05	6.548482E-02	2.378915E-03	8.494534E-04	0.16253	6.85579E-04	1.824273E-05	 92.9203	 40.9063
146	 19.9905	 .001525	 .012114	 .008993	 7.66124	 .251980	 .116574	 29.4213	 .081180	 .014867	 44.4954	 102.056	 42.7668	 .002543	 .022889	 .013143	 9.85616	 .320651	 .150525	 48.7893	 .113587	 .020040	 .000008	 102.056	 14.6750	 .000656	 .009257	 .003566	 2.82842	 .088491	 .043750	 24.9581	 .041761	 .013333	 57.3377	 34.4086	 .001539	 .010852	 .004180	 6.63183	 .207486	 .102580	 58.5194	 .097916	 .015631	 .000000	 100.000	 6.00000	0	 1.53564	 .000069	 .000969	 .000373	 .295975	 .009260	 .004578	 2.61169	 .004370	 .001395	 6.00000	 .027174	 .038813	 .028271	 .009954	 .034057	 .033135	 .022897	 .009193	 .006877	 .014939	 .300058	 1204.15	 110.958	 52.7544	 1.03034	 7.09121	 10.5228	 .210372	 4.90191	 49.2983	 19.6007	 86.1952	 10.8795	 744.347	 .943808	 .000024	 .000474	 .000122	 .129158	 .002835	 .001966	 .791491	 .005569	 .001609	0.1438481	1.305318E-05	7.245115E-05	7.844401E-05	6.463613E-02	2.126448E-03	9.679519E-04	0.2054819	7.420859E-04	8.071063E-05	 102.056	 44.4954
147	 19.0612	 .022871	 1.81714	 .000000	 6.90762	 .227578	 .092331	 23.8199	 .198976	 1.03841	 41.5384	 94.7244	 40.7787	 .038150	 3.43344	 .000000	 8.88664	 .289599	 .119222	 39.5006	 .278407	 1.39975	 .000011	 94.7244	 15.0747	 .010606	 1.49590	 .000000	 2.74737	 .086101	 .037331	 21.7687	 .110271	 1.00327	 57.6658	 36.6918	 .025814	 1.82051	 .000000	 6.68709	 .209569	 .090863	 52.9850	 .268399	 1.22098	 .000000	 100.000	 6.00000	0	 1.56849	 .001103	 .155645	 .000000	 .285858	 .008959	 .003884	 2.26499	 .011473	 .104388	 6.00000	 .024500	 .038542	 .025336	 .009965	 .034987	 .031823	 .022767	 .009035	 .006950	 .013820	 .305431	 83.5324	 1.33552	 -129.14	 1.08860	 7.52140	 12.9095	 .235237	 2.45067	 1.75016	 19.6439	 86.2397	 10.8795	 806.368	 .904738	 .000353	 .072907	 -.00005	 .116493	 .002562	 .001557	 .633409	 .013653	 .112237	0.1378934	1.957476E-04	1.115324E-02	1E-10	5.829817E-02	1.921591E-03	7.669029E-04	0.1644418	1.819419E-03	5.630831E-03	 94.7244	 41.5384
148	 24.3519	 .186917	 2.78695	 .417045	 2.08707	 .024786	 .074094	 8.43481	 15.0724	 .515953	 42.9171	 96.8690	 52.0973	 .311788	 5.26588	 .609542	 2.68501	 .031541	 .095673	 13.9875	 21.0893	 .695493	 .000004	 96.8690	 19.4874	 .087705	 2.32149	 .180271	 .839943	 .009489	 .030313	 7.79995	 8.45212	 .504409	 60.2869	 51.0008	 .229535	 3.03780	 .235895	 2.19823	 .024833	 .079331	 20.4134	 22.1202	 .660049	 .000000	 100.000	 6.00000	0	 1.93947	 .008729	 .231044	 .017941	 .083595	 .000944	 .003017	 .776283	 .841189	 .050201	 6.00000	 .022062	 .038281	 .023358	 .010268	 .033815	 .035247	 .025039	 .008344	 .007107	 .013398	 .255848	 13.3133	 .957504	 1.64370	 2.08475	 67.9281	 17.1308	 .400553	 .209185	 2.66864	 17.9186	 86.4658	 10.8795	 2546.42	 1.27416	 .002799	 .129541	 .005471	 .034923	 .000279	 .001238	 .220184	 1.03961	 .053282	0.1941977	1.552942E-03	1.981715E-02	3.505421E-03	1.747711E-02	2.093419E-04	6.096602E-04	5.716274E-02	0.1385429	2.673114E-03	 96.8690	 42.9171
149	 24.6560	 .193174	 2.84448	 .446784	 2.13513	 .042388	 .069664	 8.79316	 15.5882	 .510429	 43.7899	 99.0693	 52.7479	 .322225	 5.37460	 .653007	 2.74684	 .053940	 .089953	 14.5817	 21.8111	 .688046	 .000000	 99.0693	 19.3112	 .088714	 2.31904	 .189019	 .841013	 .015882	 .027894	 7.95842	 8.55552	 .488398	 60.2049	 50.4250	 .231647	 3.02771	 .246781	 2.19604	 .041471	 .072837	 20.7809	 22.3400	 .637647	 .000000	 100.000	 6.00000	0	 1.92455	 .008841	 .231114	 .018838	 .083815	 .001583	 .002780	 .793134	 .852641	 .048674	 6.00000	 .023623	 .043181	 .024075	 .010380	 .034293	 .034268	 .024562	 .009193	 .007589	 .013170	 .254852	 13.8687	 .951747	 1.56962	 2.06162	 39.0229	 17.8450	 .392770	 .205763	 2.67694	 17.8821	 86.3894	 10.8795	 2631.09	 1.28861	 .002893	 .131961	 .005861	 .035732	 .000477	 .001164	 .229467	 1.07554	 .052680	0.1964001	1.604879E-03	0.0201873	3.755529E-03	1.788202E-02	3.580475E-04	5.732703E-04	5.957279E-02	0.1433308	2.642881E-03	 99.0693	 43.7899
150	 22.7976	 .116202	 2.55411	 .421395	 2.15616	 .027164	 .089056	 8.91257	 14.8528	 .557233	 41.1600	 93.6443	 48.7722	 .193832	 4.82594	 .615901	 2.77390	 .034567	 .114992	 14.7797	 20.7821	 .751138	 .000000	 93.6443	 18.9139	 .056528	 2.20569	 .188843	 .899626	 .010781	 .037772	 8.54452	 8.63499	 .564779	 59.9426	 49.0279	 .146529	 2.85877	 .244756	 2.33198	 .027947	 .097911	 22.1489	 22.3834	 .732002	 .000000	 100.000	 6.00000	0	 1.89320	 .005658	 .220781	 .018902	 .090049	 .001079	 .003781	 .855270	 .864325	 .056532	 6.00000	 .020510	 .043432	 .021108	 .010187	 .030707	 .034302	 .023674	 .009230	 .007133	 .013780	 .264754	 21.1085	 .994685	 1.62430	 2.02276	 60.4432	 13.7852	 .390351	 .210675	 2.56273	 17.8357	 86.4946	 10.8795	 2746.07	 1.18718	 .001741	 .117647	 .005532	 .036093	 .000306	 .001489	 .232335	 1.02523	 .057523	0.1809417	9.656948E-04	1.799755E-02	3.544393E-03	1.806254E-02	2.294987E-04	7.330381E-04	6.031745E-02	0.1366258	2.885866E-03	 93.6443	 41.1600
151	 19.9675	 1.36438	 3.49732	 .147007	 7.93203	 .021046	 .087999	 7.36562	 9.02205	 .264772	 37.6866	 87.3563	 42.7176	 2.27587	 6.60813	 .214862	 10.2045	 .026782	 .113628	 12.2144	 12.6237	 .356907	 .000000	 87.3563	 18.1782	 .728315	 3.31421	 .072292	 3.63164	 .009166	 .040957	 7.74876	 5.75567	 .294478	 60.2263	 47.9217	 1.91999	 4.36848	 .095288	 9.57377	 .024163	 .107970	 20.4274	 15.1732	 .388153	 .000000	 100.000	 6.00000	0	 1.81099	 .072558	 .330176	 .007202	 .361800	 .000913	 .004080	 .771964	 .573405	 .029337	 6.00000	 .020491	 .042894	 .021882	 .010380	 .036357	 .030760	 .020999	 .009406	 .007354	 .014386	 .285898	 3.66490	 .841799	 3.84710	 1.01232	 69.9128	 12.6311	 .438599	 .269916	 4.26530	 18.6483	 87.5585	 10.8795	 4084.81	 1.02110	 .020935	 .158510	 .001992	 .134340	 .000239	 .001488	 .184615	 .630086	 .025755	0.1556286	1.161414E-02	2.424868E-02	1.276258E-03	0.0672292	1.790328E-04	7.329614E-04	4.792862E-02	8.396782E-02	1.292097E-03	 87.3563	 37.6866
152	 20.3781	 1.11407	 2.97817	 .193422	 5.00996	 .000000	 .107880	 8.79623	 15.7235	 .391382	 40.3709	 95.0636	 43.5961	 1.85834	 5.62719	 .282701	 6.44530	 .000000	 .139298	 14.5868	 22.0003	 .527575	 -.00001	 95.0636	 17.0760	 .547382	 2.59769	 .087549	 2.11129	 .000000	 .046215	 8.51753	 9.23281	 .400659	 59.3829	 43.7015	 1.40088	 3.32405	 .112029	 5.40327	 .000000	 .118274	 21.7984	 23.6289	 .512690	 .000000	 100.000	 6.00000	0	 1.72535	 .055307	 .262469	 .008846	 .213323	 .000000	 .004669	 .860605	 .932876	 .040482	 6.00000	 .021438	 .047667	 .021683	 .010567	 .036499	 .031165	 .021193	 .010787	 .007451	 .017035	 .282237	 4.24891	 .920226	 3.08496	 1.29452	 -116.73	 10.6237	 .398974	 .203799	 3.45136	 18.5091	 87.5584	 10.8795	 4224.01	 1.05037	 .016821	 .135183	 .002570	 .084361	 -.00014	 .001813	 .223635	 1.09619	 .038904	0.1600888	9.331933E-03	2.068025E-02	1.646459E-03	4.221792E-02	1E-10	8.927704E-04	5.805863E-02	0.1460821	1.951785E-03	 95.0636	 40.3709
153	 24.2365	 .079380	 5.79987	 .173061	 2.13637	 .000000	 .078159	 5.43492	 4.93325	 .563363	 39.2838	 82.7186	 51.8505	 .132411	 10.9587	 .252942	 2.74844	 .000000	 .100922	 9.01273	 6.90262	 .759400	 .000000	 82.7186	 21.8521	 .041965	 5.44324	 .084284	 .968703	 .000000	 .036026	 5.66254	 3.11687	 .620530	 62.1738	 62.8797	 .120756	 7.83150	 .121264	 2.78746	 .000000	 .103666	 16.2940	 8.96885	 .892792	 .000000	 100.000	 6.00000	0	 2.10881	 .004050	 .525293	 .008134	 .093483	 .000000	 .003477	 .546456	 .300790	 .059883	 6.00000	 .022093	 .035561	 .024084	 .010057	 .034082	 .031522	 .021319	 .007224	 .006898	 .011136	 .257746	 25.3387	 .625357	 3.27891	 2.06008	 -54.733	 14.2450	 .493885	 .371428	 2.41951	 19.3816	 87.4631	 10.8795	 5101.70	 1.25558	 .001200	 .279400	 .002283	 .035731	 -.00030	 .001307	 .145227	 .336682	 .060104	0.1913658	6.656541E-04	4.274243E-02	1.463023E-03	1.788143E-02	1E-10	6.436183E-04	0.0377028	0.0448676	3.015366E-03	 82.7186	 39.2838
154	 20.1042	 .036377	 .091792	 .023641	 9.44743	 .094223	 .189441	 25.7019	 .222338	 .016065	 42.8242	 98.7516	 43.0101	 .060679	 .173439	 .034553	 12.1541	 .119901	 .244613	 42.6214	 .311096	 .021655	 .000004	 98.7516	 15.4440	 .016385	 .073399	 .009810	 3.64986	 .034626	 .074398	 22.8156	 .119687	 .015076	 57.7472	 36.5940	 .038824	 .086958	 .011622	 8.64820	 .082046	 .176284	 54.0606	 .283595	 .017861	 .000000	 100.000	 6.00000	0	 1.60465	 .001702	 .007626	 .001019	 .379224	 .003598	 .007730	 2.37056	 .012436	 .001566	 6.00000	 .029057	 .039900	 .029448	 .010280	 .034985	 .032751	 .023288	 .008612	 .007347	 .014407	 .298651	 55.5897	 15.9936	 21.0462	 .923792	 17.3240	 6.99416	 .227281	 2.31594	 44.3248	 19.4349	 87.4502	 10.8795	 5156.54	 .958951	 .000565	 .003640	 .000325	 .159688	 .001062	 .003203	 .677885	 .015313	 .001688	0.1461562	3.131971E-04	5.567725E-04	2.084072E-04	7.991459E-02	7.968736E-04	1.577402E-03	0.1759884	2.04072E-03	8.46899E-05	 98.7516	 42.8242
155	 15.6690	 .009109	 .003335	 .013916	 7.97100	 .286064	 .099103	 29.8785	 .106838	 .012702	 39.9746	 94.0242	 33.5215	 .015195	 .006301	 .020339	 10.2547	 .364023	 .127965	 49.5476	 .149487	 .017122	 .000000	 94.0242	 12.5685	 .004284	 .002784	 .006029	 3.21547	 .109770	 .040639	 27.6946	 .060052	 .012447	 56.2855	 28.7582	 .009803	 .003185	 .006898	 7.35740	 .251167	 .092987	 63.3687	 .137407	 .014240	 .000000	 100.000	 6.00000	0	 1.33979	 .000457	 .000297	 .000643	 .342768	 .011701	 .004332	 2.95223	 .006402	 .001327	 6.00000	 .017920	 .036721	 .019796	 .009469	 .032402	 .031947	 .022783	 .009580	 .006624	 .014437	 .338615	 194.364	 281.231	 32.6770	 1.00602	 6.17573	 12.1150	 .209093	 3.82875	 55.5820	 18.8075	 87.9820	 10.8795	 5979.00	 .725281	 .000141	 .000127	 .000191	 .134686	 .003223	 .001675	 .800991	 .007351	 .001370	0.110542	7.827261E-05	1.937418E-05	1.221517E-04	6.740277E-02	2.417612E-03	8.246919E-04	0.2079483	9.796304E-04	6.872739E-05	 94.0242	 39.9746
156	 14.0260	 .000000	 .009227	 .000000	 7.74915	 .230896	 .104643	 31.3754	 .059291	 .003586	 38.9817	 92.5398	 30.0065	 .000000	 .017434	 .000000	 9.96926	 .293822	 .135119	 52.0299	 .082961	 .004834	 .000000	 92.5398	 11.4193	 .000000	 .007820	 .000000	 3.17287	 .089930	 .043555	 29.5184	 .033827	 .003567	 55.7107	 25.7868	 .000000	 .008829	 .000000	 7.16489	 .203077	 .098354	 66.6576	 .076387	 .004027	 .000000	 100.000	 6.00000	0	 1.22985	 .000000	 .000842	 .000000	 .341716	 .009685	 .004691	 3.17910	 .003643	 .000384	 6.00000	 .016871	 .038647	 .017363	 .009654	 .034762	 .031761	 .022059	 .009990	 .006504	 .015916	 .359875	 -395.81	 90.3034	 -1445.7	 1.02386	 7.41381	 11.2482	 .203541	 6.14464	 211.049	 18.8343	 88.1253	 10.8795	 6124.78	 .641773	 -.00007	 .000345	  .00000	 .130898	 .002601	 .001768	 .845468	 .004080	 .000390	9.781421E-02	1E-10	5.274737E-05	1E-10	6.550691E-02	1.951197E-03	8.706369E-04	0.2194953	5.437456E-04	1.956346E-05	 92.5398	 38.9817
157	 19.0689	 .000000	 .030550	 .010513	 7.65105	 .298059	 .097529	 29.5176	 .062384	 .006054	 43.5184	 100.261	 40.7951	 .000000	 .057724	 .015366	 9.84305	 .379288	 .125933	 48.9491	 .087288	 .008161	 .000000	 100.261	 14.2626	 .000000	 .023785	 .004247	 2.87796	 .106649	 .037293	 25.5123	 .032697	 .005532	 57.1369	 33.2878	 .000000	 .027756	 .004957	 6.71695	 .248910	 .087039	 59.5438	 .076313	 .006455	 .000000	 100.000	 6.00000	0	 1.49773	 .000000	 .002498	 .000446	 .302218	 .011199	 .003916	 2.67907	 .003434	 .000581	 6.00000	 .024156	 .044061	 .025005	 .009845	 .032710	 .032061	 .023531	 .009664	 .007066	 .015021	 .306541	 -50.754	 39.6443	 44.7257	 1.02884	 5.97736	 12.6176	 .210048	 6.24578	 118.906	 18.7777	 88.0458	 10.8795	 6222.36	 .896590	 -.00059	 .001187	 .000143	 .129056	 .003354	 .001645	 .793862	 .004281	 .000655	0.1366515	1E-10	1.816565E-04	9.179699E-05	6.458495E-02	2.515934E-03	8.10185E-04	0.2060976	5.705292E-04	3.286048E-05	 100.261	 43.5184
