"Line Numbers"	              "SiO2  Oxide Percents"	"TiO2  Oxide Percents"	"Al2O3 Oxide Percents"	"FeO   Oxide Percents"	"MgO   Oxide Percents"	"CaO   Oxide Percents"	"Na2O  Oxide Percents"	"Cr2O3 Oxide Percents"	"MnO   Oxide Percents"	"NiO   Oxide Percents"	"Si Formula Atoms"	"Ti Formula Atoms"	"Al Formula Atoms"	"Fe Formula Atoms"	"Mg Formula Atoms"	"Ca Formula Atoms"	"Na Formula Atoms"	"Cr Formula Atoms"	"Mn Formula Atoms"	"Ni Formula Atoms"	"Oxide Totals"	"Formula Totals"	"X Stage Coordinates (mm)"	"Y Stage Coordinates (mm)"	"Z Stage Coordinates (mm)"	"Si Detection Limits"	"Ti Detection Limits"	"Al Detection Limits"	"Fe Detection Limits"	"Mg Detection Limits"	"Ca Detection Limits"	"Na Detection Limits"	"Cr Detection Limits"	"Mn Detection Limits"	"Ni Detection Limits"	"Si Percent Errors"	"Ti Percent Errors"	"Al Percent Errors"	"Fe Percent Errors"	"Mg Percent Errors"	"Ca Percent Errors"	"Na Percent Errors"	"Cr Percent Errors"	"Mn Percent Errors"	"Ni Percent Errors"	
60.000000   	  41.109787   	.003015     	.013156     	9.539059    	49.230003   	.095005     	.000059     	.023208     	.108081     	.341998     	1.502989    	.000083     	.000567     	.291663     	2.683211    	.003722     	.000004     	.000671     	.003347     	.010056     	100.463379  	10.496311   	36.629799   	76.471100   	10.997000   	.024812     	.039472     	.026926     	.037658     	.009854     	.007611     	.015698     	.010631     	.025099     	.036193     	.329027     	1034.440796 	183.452057  	1.153177    	.230390     	6.277999    	16976.53516 	32.210201   	15.522593   	7.319721    	
"Un   12  CK-3_AOI_3"
61.000000   	  51.925102   	.127697     	3.987814    	5.934361    	28.773388   	.988237     	.107067     	.548567     	.114013     	.064228     	1.936162    	.003581     	.175249     	.185056     	1.599447    	.039481     	.007741     	.016172     	.003601     	.001926     	92.570473   	9.968416    	44.626301   	85.548203   	10.997000   	.023756     	.037884     	.024541     	.036347     	.010315     	.007397     	.014219     	.010891     	.025507     	.036062     	.283906     	27.969666   	1.246960    	1.481639    	.301841     	1.164164    	10.637321   	1.911069    	14.988266   	34.717560   	
62.000000   	  47.672352   	.290889     	5.205503    	3.229429    	13.950842   	18.053055   	1.169027    	1.033326    	.105800     	.045833     	1.902946    	.008732     	.244895     	.107808     	.830185     	.772104     	.090477     	.032612     	.003577     	.001471     	90.756058   	9.994806    	44.095402   	85.459000   	10.997000   	.023850     	.043468     	.024181     	.039590     	.010930     	.007939     	.016340     	.011268     	.025341     	.036537     	.290332     	15.634871   	1.034737    	2.082532    	.444615     	.246941     	2.195421    	1.235529    	15.966119   	48.844662   	
63.000000   	  39.057999   	.000000     	.000000     	9.186460    	45.214798   	.087838     	.000000     	.019262     	.129157     	.331579     	1.524739    	.000000     	.000000     	.299915     	2.631361    	.003674     	.000000     	.000595     	.004271     	.010410     	94.027092   	10.474964   	44.374001   	85.038399   	10.997000   	.024932     	.042738     	.026316     	.038758     	.010633     	.007474     	.015534     	.010668     	.024594     	.036150     	.337782     	-552.25793  	-101.40005  	1.178357    	.241088     	6.629168    	-183.79008  	38.807274   	12.993104   	7.515825    	
"Un   13  CK-3_AOI_4"
64.000000   	  40.570118   	.009049     	.004551     	9.963643    	49.478138   	.110457     	.003401     	.015063     	.139349     	.368311     	1.485999    	.000249     	.000196     	.305207     	2.701718    	.004335     	.000242     	.000436     	.004323     	.010850     	100.662079  	10.513556   	54.976700   	78.704903   	10.870000   	.024826     	.043057     	.026796     	.038431     	.009674     	.007294     	.014616     	.010731     	.025440     	.035206     	.331786     	378.592102  	525.600586  	1.128753    	.230282     	5.372559    	275.481812  	49.730873   	12.467222   	6.724740    	
65.000000   	  .132188     	.125788     	42.387363   	23.697765   	11.213192   	.018753     	.013375     	19.079750   	.116243     	.343928     	.005877     	.004205     	2.220958    	.881089     	.743175     	.000893     	.001153     	.670661     	.004377     	.012297     	97.128342   	10.544685   	55.054001   	78.537300   	10.870000   	.029766     	.044805     	.029981     	.040033     	.012915     	.007885     	.018050     	.011267     	.027508     	.041009     	23.469091   	31.652315   	.350351     	.710317     	.531077     	28.699615   	88.218109   	.220219     	15.619547   	7.994491    	
66.000000   	  10.261376   	8.457040    	3.088373    	36.423454   	8.182409    	1.649514    	.416121     	.161115     	.015138     	12.165578   	.658340     	.408028     	.233524     	1.954297    	.782601     	.113388     	.051763     	.008173     	.000823     	.627729     	80.820129   	10.838664   	54.846199   	78.556297   	10.870000   	.020923     	.045242     	.023471     	.041642     	.016427     	.007875     	.027035     	.010872     	.026512     	.042533     	.682431     	1.839678    	1.515149    	.554703     	.692524     	.836739     	5.871690    	5.174065    	107.864197  	.628860     	
67.000000   	  51.641029   	.244341     	5.692177    	3.408470    	16.139059   	19.778599   	1.366077    	1.185353    	.104395     	.077552     	1.881330    	.006694     	.244402     	.103847     	.876522     	.772024     	.096493     	.034143     	.003221     	.002272     	99.637047   	10.020949   	54.737801   	78.517899   	10.870000   	.023622     	.047200     	.024762     	.040580     	.010367     	.007724     	.015742     	.011243     	.026022     	.036045     	.278867     	18.902546   	.987852     	2.026017    	.412200     	.235649     	1.993735    	1.124912    	16.526491   	28.910791   	
"Un   14  CK-3_AOI_5"
68.000000   	  51.732056   	.281536     	5.733315    	3.379066    	16.202698   	19.785276   	1.281804    	1.194614    	.089638     	.056707     	1.881355    	.007700     	.245738     	.102771     	.878441     	.770936     	.090382     	.034350     	.002761     	.001659     	99.736717   	10.016093   	46.598202   	79.965797   	10.954500   	.023865     	.040508     	.025022     	.038543     	.010313     	.007905     	.016218     	.011330     	.026526     	.037393     	.278709     	15.423669   	.985279     	2.023450    	.411191     	.235705     	2.076234    	1.122118    	19.350439   	40.554634   	
69.000000   	  41.053764   	.000000     	.000000     	9.638715    	49.227703   	.091619     	.000000     	.029783     	.136540     	.306548     	1.501491    	.000000     	.000000     	.294818     	2.684070    	.003590     	.000000     	.000861     	.004230     	.009017     	100.484680  	10.498077   	45.775501   	79.860703   	10.954500   	.024336     	.046942     	.027065     	.038914     	.010042     	.007430     	.015487     	.010545     	.025118     	.035632     	.329053     	-302.07254  	-57.96600   	1.148601    	.230468     	6.366370    	-220.17116  	25.046621   	12.568224   	7.964277    	
70.000000   	  54.851940   	.039497     	4.219834    	6.227180    	32.632301   	1.066765    	.106998     	.624143     	.130892     	.099681     	1.899559    	.001029     	.172232     	.180350     	1.684701    	.039582     	.007184     	.017089     	.003839     	.002776     	99.999222   	10.008343   	47.195599   	80.488197   	10.954500   	.023928     	.042677     	.025569     	.037522     	.009839     	.007261     	.015001     	.010671     	.024625     	.035356     	.276618     	89.376060   	1.218484    	1.446515    	.282726     	1.109287    	11.005636   	1.718194    	12.855528   	22.324114   	
71.000000   	  39.972633   	.000000     	.000000     	9.674278    	49.145775   	.087332     	.008828     	.009275     	.136977     	.319279     	1.482412    	.000000     	.000000     	.300047     	2.717107    	.003470     	.000635     	.000272     	.004303     	.009523     	99.354370   	10.517769   	47.082802   	79.347801   	10.954500   	.024947     	.047245     	.027678     	.037119     	.010095     	.007561     	.014956     	.010719     	.025244     	.036287     	.334266     	-78.03078   	-70.70641   	1.144002    	.230751     	6.716813    	109.985512  	80.268723   	12.581973   	7.791164    	
"Un   26  CK-3_D1a_(AOI_5)"
369.000000  	  54.728748   	.112692     	4.438583    	6.263825    	33.041229   	1.105853    	.134108     	.636422     	.119565     	.140534     	1.884453    	.002918     	.180124     	.180374     	1.696057    	.040797     	.008953     	.017326     	.003487     	.003892     	100.721573  	10.018381   	47.775002   	80.124802   	10.946000   	.023825     	.045501     	.024377     	.037066     	.009824     	.007551     	.015015     	.010720     	.025098     	.034062     	.277463     	35.753094   	1.174039    	1.442488    	.281373     	1.094408    	9.166781    	1.698578    	14.166903   	15.615715   	
370.000000  	  54.812176   	.039590     	4.393058    	6.221349    	32.942211   	1.121645    	.114339     	.609600     	.124021     	.104460     	1.890211    	.001027     	.178549     	.179425     	1.693559    	.041443     	.007645     	.016621     	.003623     	.002897     	100.482452  	10.014999   	47.742699   	80.099503   	10.946000   	.023408     	.045824     	.024206     	.036508     	.009657     	.007320     	.015022     	.010869     	.025563     	.034441     	.277005     	95.148369   	1.179215    	1.446268    	.281600     	1.079846    	10.432641   	1.764874    	13.910666   	20.852749   	
371.000000  	  54.869637   	.139820     	4.232984    	6.197391    	32.980438   	1.080634    	.092260     	.628552     	.141236     	.077410     	1.892523    	.003627     	.172073     	.178765     	1.695821    	.039935     	.006170     	.017141     	.004126     	.002147     	100.440369  	10.012327   	47.714298   	80.052002   	10.946000   	.023648     	.037874     	.024650     	.038289     	.009985     	.007260     	.015160     	.010705     	.024942     	.035597     	.276618     	25.904974   	1.208411    	1.452474    	.281233     	1.101084    	12.547716   	1.712223    	12.132130   	28.631372   	
372.000000  	  54.666943   	.054761     	4.325082    	6.284018    	32.904209   	1.104748    	.121653     	.625434     	.132421     	.065178     	1.889642    	.001423     	.176200     	.181659     	1.695589    	.040915     	.008153     	.017093     	.003877     	.001812     	100.284454  	10.016365   	47.681999   	80.012001   	10.946000   	.023472     	.047068     	.024984     	.038007     	.010122     	.007552     	.014834     	.010850     	.024726     	.035486     	.277289     	71.577782   	1.196632    	1.441717    	.281787     	1.094601    	9.838821    	1.729736    	12.765521   	33.712715   	
373.000000  	  55.093323   	.130947     	4.298944    	6.357249    	33.105801   	1.115369    	.097431     	.632741     	.157184     	.103575     	1.889886    	.003378     	.173802     	.182377     	1.692992    	.040994     	.006480     	.017161     	.004567     	.002858     	101.092567  	10.014495   	47.687801   	79.937302   	10.946000   	.024062     	.040985     	.025251     	.036958     	.010108     	.007486     	.015581     	.010762     	.024487     	.034499     	.276488     	28.953014   	1.203945    	1.430990    	.281185     	1.087307    	12.218264   	1.708845    	10.881441   	21.054300   	
374.000000  	  54.858891   	.060955     	4.291929    	6.239244    	33.164436   	1.080990    	.138328     	.617308     	.107548     	.084005     	1.889092    	.001578     	.174187     	.179681     	1.702523    	.039883     	.009236     	.016807     	.003137     	.002327     	100.643639  	10.018450   	47.691601   	79.866302   	10.946000   	.024180     	.041745     	.025495     	.036763     	.010123     	.007591     	.013767     	.010685     	.025606     	.035853     	.277245     	58.309139   	1.207760    	1.445295    	.280833     	1.110422    	8.506144    	1.734723    	15.864944   	26.642725   	
375.000000  	  54.565128   	.091303     	4.283245    	6.237005    	32.942726   	1.099968    	.102060     	.629748     	.175879     	.104418     	1.887811    	.002376     	.174652     	.180461     	1.699093    	.040775     	.006846     	.017226     	.005154     	.002905     	100.231476  	10.017299   	47.701000   	79.797302   	10.946000   	.023690     	.042750     	.024734     	.040399     	.009629     	.007463     	.015505     	.010651     	.024515     	.034960     	.277704     	41.095848   	1.201778    	1.453809    	.281626     	1.095339    	11.707290   	1.706345    	9.870531    	21.143040   	
376.000000  	  54.326099   	.036504     	4.332140    	6.329765    	32.777466   	1.112124    	.134651     	.628776     	.099753     	.075656     	1.887016    	.000954     	.177348     	.183874     	1.697293    	.041389     	.009068     	.017268     	.002935     	.002114     	99.852928   	10.019257   	47.701000   	79.735199   	10.946000   	.023548     	.047063     	.024252     	.035002     	.010250     	.007256     	.014298     	.010642     	.025939     	.035042     	.278246     	105.408493  	1.189269    	1.429060    	.282423     	1.083223    	8.874836    	1.707161    	17.185930   	28.848030   	
377.000000  	  54.436031   	.039561     	4.229883    	6.110929    	32.552204   	1.088507    	.121916     	.620682     	.130646     	.085695     	1.896193    	.001036     	.173652     	.178020     	1.690405    	.040625     	.008234     	.017094     	.003855     	.002401     	99.416054   	10.011517   	47.697300   	79.677002   	10.946000   	.024053     	.045462     	.025340     	.039373     	.009805     	.007565     	.015356     	.010779     	.025333     	.035130     	.277974     	94.524147   	1.215459    	1.466941    	.283185     	1.104548    	10.035946   	1.734314    	13.173862   	25.649567   	
378.000000  	  54.432423   	.161203     	4.296600    	6.262422    	32.864754   	1.118104    	.104329     	.617446     	.180693     	.113471     	1.885538    	.004199     	.175412     	.181420     	1.697158    	.041498     	.007007     	.016911     	.005302     	.003161     	100.151443  	10.017605   	47.674500   	79.635201   	10.946000   	.023895     	.039824     	.024767     	.038101     	.009892     	.007311     	.015667     	.010778     	.023830     	.034955     	.278047     	23.791348   	1.199631    	1.444375    	.282013     	1.081015    	11.574900   	1.740662    	9.444220    	19.535782   	
379.000000  	  54.497288   	.085163     	4.270520    	6.345758    	32.937420   	1.103210    	.140740     	.607862     	.125233     	.086579     	1.886841    	.002217     	.174260     	.183742     	1.700060    	.040925     	.009448     	.016640     	.003673     	.002411     	100.199791  	10.020216   	47.653702   	79.587700   	10.946000   	.023910     	.043072     	.024395     	.036913     	.009604     	.007628     	.013857     	.010834     	.025409     	.034389     	.277886     	44.031204   	1.200740    	1.431430    	.281621     	1.097254    	8.422818    	1.765187    	13.719878   	24.906656   	
380.000000  	  54.374371   	.127831     	4.273193    	6.124617    	32.593220   	1.115293    	.110688     	.611887     	.110534     	.049238     	1.892731    	.003346     	.175309     	.178295     	1.691360    	.041596     	.007470     	.016840     	.003259     	.001378     	99.490875   	10.011585   	47.665100   	79.538696   	10.946000   	.023407     	.040224     	.024929     	.035933     	.010092     	.007410     	.014597     	.010651     	.025016     	.036249     	.277972     	29.160393   	1.204403    	1.456657    	.283043     	1.085196    	10.516969   	1.742872    	15.174288   	45.199059   	
381.000000  	  51.797787   	.300436     	5.844587    	3.451539    	16.328054   	19.810413   	1.302013    	1.161414    	.087949     	.045871     	1.876907    	.008187     	.249598     	.104595     	.882024     	.769113     	.091474     	.033274     	.002699     	.001337     	100.130066  	10.019207   	47.807201   	80.104698   	10.946000   	.024105     	.043506     	.023861     	.038798     	.010324     	.007862     	.016500     	.011288     	.026659     	.036445     	.278851     	15.256174   	.968296     	2.002190    	.409842     	.235672     	2.063922    	1.142483    	19.784800   	48.687813   	
382.000000  	  52.211418   	.356324     	5.742576    	3.361440    	16.337334   	19.784498   	1.377418    	1.205768    	.095621     	.044986     	1.883102    	.009665     	.244102     	.101391     	.878423     	.764537     	.096322     	.034384     	.002921     	.001305     	100.517380  	10.016151   	47.769299   	80.064697   	10.946000   	.023222     	.043164     	.024644     	.037861     	.010335     	.007838     	.015465     	.011324     	.025969     	.037101     	.277402     	13.330033   	.982783     	2.026686    	.409834     	.235875     	1.980345    	1.115608    	17.894484   	50.482510   	
383.000000  	  48.831142   	2.553959    	6.177049    	4.424622    	14.699767   	17.846003   	1.097310    	1.054731    	.096216     	.190769     	1.834509    	.072155     	.273502     	.139016     	.823281     	.718339     	.079929     	.031329     	.003062     	.005764     	96.971573   	9.980886    	47.729500   	80.021103   	10.946000   	.023722     	.044323     	.024782     	.037298     	.010365     	.007767     	.014915     	.011346     	.026363     	.037336     	.287476     	3.731512    	.943318     	1.737144    	.434540     	.247780     	2.259393    	1.220041    	18.018396   	12.711657   	
384.000000  	  51.801304   	.312620     	5.799915    	3.476191    	16.245461   	19.771370   	1.316142    	1.186862    	.076233     	.077164     	1.878609    	.008526     	.247898     	.105430     	.878299     	.768242     	.092544     	.034031     	.002342     	.002251     	100.063255  	10.018171   	47.718102   	79.950104   	10.946000   	.024289     	.045224     	.024409     	.037818     	.010339     	.007940     	.015984     	.011206     	.026662     	.036235     	.278809     	15.113027   	.975535     	1.987942    	.410935     	.235868     	2.041802    	1.122990    	22.628056   	29.194490   	
385.000000  	  52.118099   	.222927     	5.751267    	3.411159    	16.212782   	19.801025   	1.329051    	1.198299    	.091056     	.058568     	1.885937    	.006066     	.245278     	.103230     	.874602     	.767700     	.093246     	.034284     	.002791     	.001704     	100.194229  	10.014839   	47.725498   	79.893600   	10.946000   	.024114     	.045919     	.024303     	.038679     	.010421     	.008047     	.016058     	.011146     	.026567     	.036291     	.277811     	20.030624   	.979382     	2.014346    	.411320     	.235774     	2.031134    	1.113972    	19.096218   	38.198704   	
386.000000  	  49.028568   	2.527884    	5.880461    	4.241682    	14.449696   	17.853966   	1.012133    	1.080727    	.097496     	.114543     	1.851175    	.071776     	.261677     	.133937     	.813339     	.722268     	.074095     	.032262     	.003118     	.003478     	96.287155   	9.967126    	47.731300   	79.818901   	10.946000   	.024239     	.043247     	.024650     	.038660     	.010057     	.007800     	.015465     	.011209     	.026692     	.037427     	.286598     	3.740214    	.968260     	1.783011    	.437593     	.247641     	2.378775    	1.194551    	17.988108   	20.584145   	
387.000000  	  48.183887   	3.304378    	4.354558    	6.715158    	27.709467   	4.174562    	.217871     	.622452     	.125214     	.298833     	1.787577    	.092189     	.190398     	.208345     	1.532517    	.165935     	.015672     	.018258     	.003935     	.008916     	95.706383   	10.023743   	47.735199   	79.747902   	10.946000   	.022800     	.046898     	.024188     	.038866     	.010087     	.007501     	.014642     	.010964     	.024388     	.034635     	.294598     	3.227844    	1.181371    	1.390461    	.310998     	.523569     	6.284707    	1.743667    	13.271628   	7.969292    	
388.000000  	  49.213497   	2.591716    	5.091753    	6.577285    	30.313942   	2.432974    	.162636     	.606111     	.119522     	.206148     	1.781280    	.070544     	.217206     	.199095     	1.635704    	.094352     	.011413     	.017345     	.003664     	.006001     	97.315582   	10.036606   	47.735199   	79.695198   	10.946000   	.023214     	.046576     	.024008     	.037865     	.010522     	.007488     	.016331     	.010937     	.024562     	.035659     	.292651     	3.700270    	1.080159    	1.404387    	.295754     	.699289     	8.292862    	1.776422    	13.920397   	11.388248   	
389.000000  	  54.232460   	.145879     	4.194063    	6.275950    	32.805618   	1.171156    	.110032     	.624372     	.143903     	.085144     	1.885845    	.003815     	.171885     	.182512     	1.700628    	.043634     	.007419     	.017166     	.004238     	.002381     	99.788589   	10.019524   	47.714298   	79.637001   	10.946000   	.023486     	.046379     	.024956     	.034266     	.010094     	.007416     	.015069     	.010864     	.024939     	.035465     	.278313     	28.867220   	1.218355    	1.433190    	.282177     	1.054372    	10.788295   	1.732548    	11.930326   	26.034618   	
390.000000  	  54.088684   	.127665     	4.252148    	6.220822    	32.844505   	1.156091    	.135085     	.616896     	.130066     	.065117     	1.883345    	.003343     	.174497     	.181149     	1.704906    	.043130     	.009120     	.016983     	.003836     	.001824     	99.637085   	10.022133   	47.691799   	79.587799   	10.946000   	.023047     	.043734     	.024904     	.036559     	.010271     	.007629     	.014975     	.010859     	.025413     	.035840     	.278618     	31.043547   	1.208069    	1.445330    	.281965     	1.067280    	9.093875    	1.747756    	13.259277   	34.058601   	
391.000000  	  51.137115   	.244318     	5.734409    	3.433146    	16.245531   	19.601603   	1.321385    	1.191944    	.116945     	.062591     	1.874128    	.006734     	.247690     	.105225     	.887588     	.769697     	.093895     	.034538     	.003630     	.001845     	99.088989   	10.024971   	48.068802   	79.669899   	10.946000   	.023796     	.044842     	.024339     	.041571     	.010426     	.007850     	.016091     	.011299     	.025177     	.036222     	.280473     	18.299595   	.981553     	2.024144    	.410813     	.236773     	2.038117    	1.122609    	14.492602   	35.742886   	
392.000000  	  51.174706   	.334108     	5.726889    	3.455014    	16.140562   	19.673073   	1.343024    	1.180347    	.099054     	.045823     	1.874202    	.009202     	.247193     	.105822     	.881240     	.771967     	.095367     	.034179     	.003073     	.001350     	99.172592   	10.023594   	48.008301   	79.624199   	10.946000   	.023776     	.043454     	.025338     	.038650     	.011005     	.007718     	.014969     	.011268     	.025823     	.036120     	.280348     	14.042201   	.988325     	1.999193    	.412663     	.236302     	2.000456    	1.129037    	17.234846   	48.320663   	
393.000000  	  51.025818   	.309456     	5.601090    	3.387226    	16.165682   	19.637423   	1.356605    	1.189868    	.090110     	.071241     	1.875359    	.008553     	.242618     	.104113     	.885733     	.773293     	.096672     	.034576     	.002805     	.002106     	98.834518   	10.025827   	47.947498   	79.587799   	10.946000   	.024104     	.042749     	.025186     	.037267     	.010528     	.007844     	.016061     	.011258     	.025660     	.035650     	.280894     	14.764666   	1.000452    	2.013258    	.412087     	.236599     	2.007722    	1.122785    	18.713259   	31.061543   	
394.000000  	  51.249710   	.334357     	5.699159    	3.376847    	16.250774   	19.647755   	1.301568    	1.181551    	.106752     	.037228     	1.875415    	.009201     	.245795     	.103343     	.886532     	.770343     	.092347     	.034185     	.003309     	.001096     	99.185684   	10.021566   	47.883301   	79.547897   	10.946000   	.023373     	.040151     	.024010     	.037068     	.010393     	.007682     	.016081     	.011044     	.025418     	.036742     	.280082     	13.481545   	.983265     	2.016002    	.410808     	.236532     	2.056047    	1.121050    	15.876447   	60.226204   	
395.000000  	  51.477699   	.322034     	5.662090    	3.352618    	16.246508   	19.734276   	1.366657    	1.174202    	.072220     	.045856     	1.878373    	.008837     	.243498     	.102308     	.883766     	.771524     	.096688     	.033876     	.002232     	.001346     	99.454163   	10.022448   	47.801399   	79.513298   	10.946000   	.024581     	.046259     	.024541     	.042679     	.010497     	.007769     	.016146     	.011412     	.026260     	.036682     	.279801     	14.957866   	.990094     	2.059976    	.410959     	.236052     	2.000223    	1.138327    	23.494215   	49.006519   	
396.000000  	  50.872135   	.238426     	5.707622    	3.411270    	16.257534   	19.684317   	1.296595    	1.170804    	.065040     	.028602     	1.871486    	.006596     	.247468     	.104951     	.891612     	.775876     	.092483     	.034054     	.002027     	.000846     	98.732338   	10.027399   	48.089600   	79.640701   	10.946000   	.023847     	.043494     	.024307     	.040024     	.010379     	.007605     	.015703     	.011170     	.026052     	.037038     	.281363     	18.320250   	.984396     	2.022622    	.410696     	.236291     	2.053393    	1.132145    	25.756498   	78.695053   	
397.000000  	  51.176121   	.309899     	5.652337    	3.443648    	16.244436   	19.699419   	1.351916    	1.161559    	.087098     	.043627     	1.874453    	.008536     	.244001     	.105485     	.887005     	.773082     	.096008     	.033638     	.002702     	.001285     	99.170044   	10.026196   	48.027302   	79.593399   	10.946000   	.023827     	.040191     	.025101     	.039547     	.010267     	.007768     	.014853     	.011330     	.025992     	.036621     	.280587     	14.282713   	.995239     	2.009769    	.411159     	.236360     	1.992124    	1.144052    	19.531816   	51.378716   	
398.000000  	  51.311420   	.331625     	5.836331    	3.418972    	16.376459   	19.630770   	1.367703    	1.184205    	.097000     	.018183     	1.870715    	.009092     	.250778     	.104245     	.890078     	.766825     	.096680     	.034135     	.002995     	.000533     	99.572662   	10.026076   	47.970200   	79.555000   	10.946000   	.024298     	.042083     	.024314     	.038726     	.010589     	.007770     	.015389     	.011251     	.025872     	.036536     	.280479     	13.893373   	.972426     	2.013138    	.409571     	.236812     	1.987315    	1.126721    	17.603376   	121.568222  	
