"Line Numbers"	              "SiO2  Oxide Percents"	"TiO2  Oxide Percents"	"Al2O3 Oxide Percents"	"FeO   Oxide Percents"	"MgO   Oxide Percents"	"CaO   Oxide Percents"	"Na2O  Oxide Percents"	"Cr2O3 Oxide Percents"	"MnO   Oxide Percents"	"NiO   Oxide Percents"	"Si Formula Atoms"	"Ti Formula Atoms"	"Al Formula Atoms"	"Fe Formula Atoms"	"Mg Formula Atoms"	"Ca Formula Atoms"	"Na Formula Atoms"	"Cr Formula Atoms"	"Mn Formula Atoms"	"Ni Formula Atoms"	"Oxide Totals"	"Formula Totals"	"X Stage Coordinates (mm)"	"Y Stage Coordinates (mm)"	"Z Stage Coordinates (mm)"	"Si Detection Limits"	"Ti Detection Limits"	"Al Detection Limits"	"Fe Detection Limits"	"Mg Detection Limits"	"Ca Detection Limits"	"Na Detection Limits"	"Cr Detection Limits"	"Mn Detection Limits"	"Ni Detection Limits"	"Si Percent Errors"	"Ti Percent Errors"	"Al Percent Errors"	"Fe Percent Errors"	"Mg Percent Errors"	"Ca Percent Errors"	"Na Percent Errors"	"Cr Percent Errors"	"Mn Percent Errors"	"Ni Percent Errors"	
33.000000   	  47.785988   	.563294     	6.284641    	3.074739    	12.878837   	18.087540   	1.445278    	.651594     	.080666     	.029477     	1.899460    	.016838     	.294419     	.102212     	.763169     	.770326     	.111387     	.020478     	.002716     	.000942     	90.882050   	9.981947    	77.157097   	76.255798   	11.094000   	.023992     	.043829     	.024934     	.038738     	.010391     	.007888     	.015223     	.011148     	.025882     	.036730     	.289904     	9.611321    	.929656     	2.134467    	.462482     	.246613     	1.922561    	1.707361    	20.903797   	75.771202   	
34.000000   	  1.786311    	.109640     	49.576630   	10.618280   	14.945758   	.051832     	.021363     	7.709749    	.112501     	.399655     	.081086     	.003743     	2.652287    	.403094     	1.011392    	.002521     	.001880     	.276700     	.004326     	.014590     	85.331711   	10.451618   	77.349503   	76.354599   	11.094000   	.029689     	.042474     	.028120     	.038503     	.011218     	.007506     	.015205     	.010959     	.024007     	.035177     	2.342124    	34.512527   	.315886     	1.081935    	.430344     	10.566319   	47.672283   	.361791     	14.398962   	6.246915    	
35.000000   	  40.455521   	.000000     	.000000     	9.599488    	45.436096   	.079390     	.008364     	.013920     	.144462     	.339581     	1.544304    	.000000     	.000000     	.306456     	2.585654    	.003247     	.000619     	.000420     	.004671     	.010425     	96.076820   	10.455797   	76.144997   	75.596497   	11.094000   	.024712     	.044661     	.026841     	.036990     	.009476     	.007521     	.014852     	.010691     	.024085     	.034938     	.330954     	-384.41879  	-75.59583   	1.148152    	.240413     	7.265626    	115.196419  	53.566727   	11.565244   	7.173384    	
"Un    6  CK-2_AOI_3"
36.000000   	  54.818913   	.079088     	4.526708    	6.380169    	32.207993   	.832863     	.106347     	.353958     	.125225     	.071085     	1.904661    	.002066     	.185364     	.185389     	1.668266    	.031005     	.007164     	.009723     	.003685     	.001986     	99.502335   	9.999310    	76.402100   	70.094299   	11.119500   	.024236     	.045771     	.026005     	.038202     	.009698     	.007439     	.014454     	.010707     	.025871     	.035638     	.276943     	49.553787   	1.171962    	1.430284    	.284636     	1.291009    	10.798992   	2.665263    	13.922850   	31.121702   	
37.000000   	  40.464745   	.012058     	.000000     	9.745092    	49.062702   	.067232     	.015270     	.010771     	.163264     	.408027     	1.491280    	.000334     	.000000     	.300354     	2.695556    	.002655     	.001091     	.000314     	.005096     	.012094     	99.949158   	10.508774   	75.837997   	69.814003   	11.119500   	.025375     	.042343     	.027533     	.037979     	.009602     	.007379     	.013439     	.010537     	.025899     	.035278     	.332303     	280.623199  	-50.30321   	1.140849    	.231118     	8.285795    	58.493736   	68.057121   	10.976288   	6.167082    	
38.000000   	  49.498623   	.557323     	6.892838    	3.160099    	14.789367   	19.475426   	1.669461    	.744057     	.112968     	.036743     	1.853831    	.015697     	.304251     	.098979     	.825736     	.781501     	.121229     	.022033     	.003584     	.001107     	96.936905   	10.027945   	74.945396   	69.135498   	11.119500   	.023864     	.041297     	.024541     	.041872     	.010682     	.007867     	.015385     	.011267     	.025743     	.036818     	.285386     	9.460642    	.882810     	2.124114    	.431258     	.237550     	1.774610    	1.557355    	15.233980   	61.128994   	
"Un    7  CK-2_AOI_4"
39.000000   	  54.241501   	.152063     	4.718507    	6.395949    	32.497437   	.804143     	.107005     	.362619     	.115380     	.052852     	1.258616    	.002653     	.129040     	.124117     	1.124152    	.019992     	.004814     	.006653     	.002268     	.000986     	99.447449   	6.673291    	73.078003   	85.355598   	11.059500   	.023861     	.035023     	.025108     	.037451     	.009516     	.007392     	.015160     	.010591     	.026015     	.036293     	.278584     	22.978102   	1.137053    	1.426605    	.283273     	1.316864    	11.081509   	2.596720    	15.070265   	42.226486   	
40.000000   	  51.392574   	.532846     	6.943921    	3.233245    	15.150824   	19.733461   	1.689931    	.738443     	.080295     	.004541     	1.246773    	.009721     	.198540     	.065598     	.547946     	.512927     	.079489     	.014164     	.001650     	.000089     	99.500076   	6.676898    	72.952003   	84.909798   	11.059500   	.023938     	.046281     	.024517     	.037390     	.010570     	.007787     	.016151     	.011199     	.026053     	.037044     	.279866     	10.236369   	.878774     	2.067175    	.425755     	.236051     	1.771548    	1.561884    	21.116867   	490.338470  	
41.000000   	  40.160332   	.000000     	.047943     	9.804501    	48.834572   	.077232     	.010625     	.002231     	.131189     	.354723     	.992233     	.000000     	.001396     	.202585     	1.798697    	.002044     	.000509     	.000044     	.002745     	.007049     	99.423347   	7.007302    	72.397797   	84.425598   	11.059500   	.025085     	.045013     	.026444     	.037544     	.009414     	.007350     	.014923     	.010668     	.024860     	.035199     	.333445     	-79.53901   	50.292679   	1.136544    	.231588     	7.317297    	91.584297   	330.057617  	12.920412   	6.945002    	
42.000000   	  50.003738   	.607094     	6.588216    	3.091053    	14.824504   	19.504227   	1.681018    	.684514     	.086092     	.038562     	1.244682    	.011364     	.193277     	.064347     	.550111     	.520175     	.081130     	.013472     	.001815     	.000772     	97.109009   	6.681145    	71.916801   	84.333099   	11.059500   	.024293     	.039782     	.024773     	.039587     	.010429     	.007796     	.014596     	.011239     	.025896     	.035945     	.283856     	8.807367    	.906688     	2.134611    	.430473     	.237377     	1.757649    	1.653315    	19.680170   	56.957394   	
43.000000   	  .035240     	.127087     	55.702316   	11.459014   	20.676563   	.000000     	.000000     	9.070590    	.103948     	.405886     	.000938     	.002543     	1.746979    	.255017     	.820258     	.000000     	.000000     	.190843     	.002343     	.008687     	97.580635   	7.027608    	71.992996   	83.769402   	11.059500   	.028562     	.041231     	.028585     	.038662     	.011300     	.007608     	.015980     	.010880     	.026309     	.037228     	82.569710   	29.632471   	.300254     	1.040835    	.363885     	-112.32895  	-209.97057  	.332032     	16.708794   	6.423350    	
"Un    8  CK-2_AOI_5"
44.000000   	  41.171242   	.000000     	.014589     	9.882052    	47.485413   	.064344     	.005413     	.002320     	.165901     	.373433     	1.525417    	.000000     	.000637     	.306201     	2.622824    	.002554     	.000389     	.000068     	.005206     	.011128     	99.164734   	10.474424   	73.249397   	70.738098   	11.071500   	.025303     	.046619     	.026565     	.035689     	.009784     	.007504     	.014421     	.010610     	.024949     	.036721     	.328684     	-198.60519  	163.350403  	1.129684    	.235194     	8.726203    	171.722046  	315.783783  	10.516582   	6.852551    	
45.000000   	  55.223377   	.118521     	4.656521    	6.443054    	31.750336   	.785502     	.095173     	.342333     	.126905     	.067836     	1.914374    	.003090     	.190249     	.186793     	1.640841    	.029175     	.006397     	.009383     	.003726     	.001891     	99.609535   	9.985919    	73.053497   	70.543900   	11.071500   	.023145     	.041625     	.024430     	.036765     	.009886     	.007380     	.013974     	.010840     	.025343     	.035430     	.275313     	31.922556   	1.138193    	1.418908    	.286703     	1.334949    	11.577332   	2.758778    	13.526648   	32.383923   	
46.000000   	  51.904476   	.486042     	7.121880    	3.141889    	14.753037   	19.635923   	1.657807    	.779131     	.069033     	.009529     	1.883013    	.013260     	.304509     	.095324     	.797892     	.763247     	.116610     	.022348     	.002121     	.000278     	99.558746   	9.998602    	72.602203   	70.365303   	11.071500   	.023867     	.044192     	.024595     	.036819     	.010162     	.007875     	.015703     	.011172     	.026551     	.037111     	.278151     	10.714888   	.865282     	2.096143    	.430962     	.236622     	1.783869    	1.500887    	24.758692   	234.636490  	
47.000000   	  40.447025   	.000000     	.019295     	9.902201    	48.734501   	.063428     	.000000     	.012083     	.156496     	.307393     	1.495048    	.000000     	.000841     	.306101     	2.685464    	.002512     	.000000     	.000353     	.004900     	.009138     	99.642433   	10.504356   	71.480904   	70.470497   	11.071500   	.024725     	.045316     	.026855     	.036892     	.010066     	.007503     	.015199     	.010555     	.024702     	.036592     	.331876     	-192.92972  	125.122978  	1.129780    	.231901     	8.836540    	-113.90101  	60.842796   	10.987225   	8.109219    	
"Un    9  CK-2_AOI_6"
48.000000   	  40.606239   	.000000     	.000000     	9.781091    	49.166317   	.063014     	.005416     	.006391     	.172841     	.351682     	.995261     	.000000     	.000000     	.200492     	1.796496    	.001655     	.000257     	.000124     	.003588     	.006932     	100.153000  	7.004806    	79.639999   	86.386002   	11.134000   	.024648     	.042396     	.027012     	.037287     	.009617     	.007500     	.015323     	.010676     	.024533     	.036711     	.331529     	-153.19652  	-62.06052   	1.138567    	.230960     	8.887886    	182.083405  	115.736694  	10.020963   	7.221209    	
49.000000   	  55.116413   	.179582     	4.631190    	6.476901    	32.165791   	.810381     	.095190     	.323074     	.115461     	.093929     	1.270138    	.003112     	.125782     	.124825     	1.105042    	.020009     	.004253     	.005886     	.002254     	.001741     	100.007896  	6.663043    	80.379799   	86.115303   	11.134000   	.023947     	.042754     	.024863     	.038225     	.009990     	.007530     	.015034     	.010687     	.025594     	.035075     	.276163     	22.802544   	1.146855    	1.419329    	.285091     	1.316311    	12.155818   	2.867067    	14.859507   	23.459028   	
50.000000   	  .000000     	.095449     	55.383595   	11.468740   	20.762678   	.012186     	.021017     	9.220577    	.119817     	.383380     	.000000     	.001914     	1.740901    	.255810     	.825533     	.000348     	.001087     	.194436     	.002707     	.008224     	97.467453   	7.030960    	78.903198   	86.134399   	11.134000   	.028533     	.040960     	.028716     	.038534     	.011360     	.007288     	.015493     	.010891     	.025406     	.036982     	-88.95750   	37.969280   	.301615     	1.041191    	.363639     	40.538792   	49.229824   	.329446     	14.245741   	6.718405    	
51.000000   	  52.089542   	.474775     	6.736147    	3.079355    	14.990411   	19.959593   	1.539031    	.750454     	.096573     	.064990     	1.258005    	.008623     	.191734     	.062195     	.539709     	.516474     	.072066     	.014330     	.001976     	.001262     	99.780853   	6.666373    	80.688400   	87.026299   	11.134000   	.023913     	.047025     	.025131     	.039036     	.010667     	.007750     	.015889     	.011230     	.026502     	.036938     	.277807     	11.225701   	.896683     	2.136906    	.428201     	.234852     	1.864731    	1.546475    	18.042391   	35.104889   	
"Un   19  CK-2_D1a_(AOI_4)"
85.000000   	  51.390896   	.606377     	6.948384    	3.220994    	15.132693   	19.961428   	1.721526    	.751780     	.092272     	.049855     	1.865403    	.016552     	.297253     	.097778     	.818874     	.776324     	.121158     	.021575     	.002837     	.001455     	99.876190   	10.019211   	73.224197   	84.749397   	11.059500   	.023753     	.046552     	.024868     	.040157     	.010473     	.007863     	.015843     	.011279     	.026036     	.036680     	.279630     	9.352046    	.879669     	2.088444    	.425890     	.234521     	1.749371    	1.546152    	18.534346   	45.153008   	
86.000000   	  51.355881   	.473262     	6.974044    	3.070189    	15.076166   	19.917080   	1.704890    	.782984     	.083291     	.004081     	1.869859    	.012958     	.299268     	.093486     	.818322     	.776980     	.120356     	.022540     	.002569     	.000120     	99.441864   	10.016457   	73.217598   	84.781303   	11.059500   	.023633     	.047855     	.024571     	.039539     	.010359     	.007853     	.015260     	.011156     	.026908     	.037007     	.279566     	11.339278   	.875898     	2.141337    	.426197     	.234765     	1.749711    	1.494336    	20.986700   	544.980408  	
87.000000   	  51.643559   	.516571     	6.924863    	3.143570    	14.992895   	19.854467   	1.660788    	.784295     	.062248     	.036250     	1.875888    	.014111     	.296455     	.095495     	.811878     	.772706     	.116965     	.022524     	.001915     	.001059     	99.619514   	10.008995   	73.204399   	84.833504   	11.059500   	.024077     	.044851     	.024576     	.039232     	.010399     	.007859     	.015487     	.011064     	.025463     	.036889     	.278863     	10.319428   	.879318     	2.110815    	.427537     	.235159     	1.779133    	1.487244    	26.303953   	62.060207   	
88.000000   	  51.878941   	.526051     	6.975694    	3.332227    	15.227447   	19.909807   	1.612629    	.798101     	.098131     	.063483     	1.871256    	.014269     	.296542     	.100517     	.818811     	.769439     	.112779     	.022761     	.002998     	.001842     	100.422501  	10.011213   	73.185699   	84.900902   	11.059500   	.023901     	.044868     	.024276     	.039562     	.010310     	.007839     	.015765     	.011187     	.025477     	.036605     	.278371     	10.188389   	.875118     	2.045316    	.424459     	.234892     	1.814290    	1.475894    	17.187279   	35.606358   	
89.000000   	  51.437866   	.495107     	6.965628    	3.291312    	15.074897   	20.040836   	1.676001    	.794236     	.095874     	.054853     	1.866790    	.013513     	.297940     	.099896     	.815608     	.779280     	.117934     	.022790     	.002947     	.001601     	99.926605   	10.018300   	73.147202   	84.949303   	11.059500   	.023959     	.042016     	.023817     	.035903     	.009919     	.007624     	.015285     	.011042     	.025324     	.036549     	.279590     	10.345456   	.873685     	2.036523    	.426475     	.233999     	1.769552    	1.472790    	17.470566   	40.990864   	
90.000000   	  51.768669   	.461157     	6.906147    	3.184311    	15.090824   	19.946487   	1.564559    	.756879     	.091854     	.024935     	1.876993    	.012574     	.295113     	.096555     	.815686     	.774867     	.109986     	.021697     	.002821     	.000727     	99.795837   	10.007021   	73.127296   	85.014297   	11.059500   	.023678     	.042755     	.024719     	.039253     	.010436     	.007863     	.016203     	.011379     	.026169     	.037078     	.278441     	10.966393   	.881523     	2.096160    	.426131     	.234675     	1.850089    	1.544882    	18.694874   	90.212845   	
91.000000   	  51.666000   	.590679     	6.755486    	3.250631    	15.126157   	19.877138   	1.614636    	.737237     	.081048     	.005893     	1.876017    	.016129     	.289098     	.098711     	.818795     	.773306     	.113673     	.021165     	.002493     	.000172     	99.704910   	10.009559   	73.092796   	85.053902   	11.059500   	.023684     	.042358     	.024004     	.039020     	.010549     	.008008     	.015385     	.011333     	.026172     	.036775     	.278635     	9.173385    	.889261     	2.069860    	.425730     	.235044     	1.806392    	1.571397    	21.014662   	375.371704  	
92.000000   	  51.617107   	.525721     	6.858449    	3.400576    	15.029943   	20.032709   	1.617046    	.740794     	.098507     	.020844     	1.872332    	.014341     	.293205     	.103159     	.812757     	.778564     	.113727     	.021246     	.003027     	.000608     	99.941696   	10.012966   	73.026398   	85.090897   	11.059500   	.023637     	.042357     	.024764     	.038810     	.010617     	.007959     	.015316     	.011178     	.026130     	.037269     	.278816     	9.947828    	.885338     	2.016835    	.427439     	.234095     	1.805474    	1.556106    	17.497137   	108.267334  	
93.000000   	  51.208466   	.532174     	6.805706    	3.121946    	15.016224   	20.014984   	1.594466    	.764822     	.096297     	.019941     	1.870733    	.014620     	.293022     	.095381     	.817796     	.783413     	.112937     	.022091     	.002980     	.000586     	99.175034   	10.013558   	72.962799   	85.102303   	11.059500   	.023800     	.046222     	.024288     	.038926     	.010396     	.007776     	.016594     	.011192     	.026446     	.037625     	.279992     	10.236369   	.886866     	2.117024    	.427217     	.234157     	1.835995    	1.521934    	18.054367   	114.187492  	
94.000000   	  51.101402   	.463900     	6.897678    	3.261184    	14.976590   	19.993708   	1.605279    	.747516     	.083724     	.000000     	1.868601    	.012757     	.297265     	.099730     	.816415     	.783326     	.113811     	.021612     	.002593     	.000000     	99.130981   	10.016109   	72.904297   	85.088303   	11.059500   	.023876     	.048169     	.024525     	.038388     	.010131     	.008060     	.014703     	.011273     	.026128     	.037001     	.280334     	11.546839   	.881201     	2.061873    	.427639     	.234350     	1.803572    	1.551895    	20.354372   	-221.83376  	
95.000000   	  51.391304   	.598295     	6.956486    	3.297220    	15.039950   	20.006266   	1.643435    	.756460     	.090215     	.052684     	1.866469    	.016341     	.297768     	.100148     	.814314     	.778507     	.115727     	.021722     	.002775     	.001539     	99.832314   	10.015309   	72.899002   	85.037399   	11.059500   	.023946     	.038222     	.024814     	.038586     	.010395     	.007825     	.016306     	.011196     	.026420     	.037557     	.279940     	8.777644    	.879478     	2.052670    	.427643     	.234471     	1.803958    	1.535033    	19.170410   	43.759151   	
96.000000   	  51.515018   	.530631     	6.782860    	3.229449    	15.084230   	19.906641   	1.705096    	.746332     	.085809     	.039095     	1.873520    	.014513     	.290733     	.098224     	.817828     	.775689     	.120233     	.021460     	.002643     	.001144     	99.625153   	10.015987   	72.895103   	84.955902   	11.059500   	.023996     	.043943     	.024743     	.037118     	.010162     	.007976     	.015437     	.011278     	.026383     	.036555     	.279666     	10.044051   	.892190     	2.068151    	.426954     	.235251     	1.755864    	1.555511    	20.065174   	57.116772   	
97.000000   	  55.022079   	.054823     	4.477885    	6.395419    	32.574730   	.826803     	.082232     	.340505     	.132097     	.072541     	1.902859    	.001426     	.182515     	.184971     	1.679441    	.030636     	.005514     	.009311     	.003870     	.002018     	99.979111   	10.002560   	73.305199   	84.775101   	11.059500   	.024098     	.046480     	.024439     	.037822     	.009436     	.007455     	.015266     	.010632     	.025503     	.036038     	.276590     	70.710068   	1.167244    	1.428387    	.283064     	1.297987    	13.912772   	2.738690    	13.114558   	30.838345   	
98.000000   	  55.201775   	.088227     	4.597088    	6.559302    	32.631100   	.829139     	.098420     	.348108     	.127944     	.060623     	1.899705    	.002283     	.186454     	.188780     	1.674092    	.030572     	.006567     	.009472     	.003729     	.001678     	100.541718  	10.003332   	73.253502   	84.954597   	11.059500   	.023112     	.047068     	.024799     	.035231     	.009566     	.007453     	.015203     	.010719     	.024986     	.035552     	.275764     	45.875927   	1.151865    	1.402942    	.282858     	1.295155    	11.908405   	2.703131    	13.276484   	36.232124   	
99.000000   	  54.774731   	.176486     	4.636057    	6.361786    	32.581692   	.827857     	.092989     	.350471     	.149432     	.069741     	1.894458    	.004590     	.188977     	.184013     	1.679936    	.030678     	.006236     	.009584     	.004378     	.001940     	100.021248  	10.004789   	73.220100   	85.016899   	11.059500   	.023966     	.041317     	.024973     	.037789     	.010267     	.007466     	.014922     	.010699     	.024662     	.035244     	.277163     	22.611650   	1.147683    	1.431738    	.283109     	1.296829    	12.330732   	2.685758    	11.439197   	31.374132   	
100.000000  	  54.782310   	.115596     	4.566833    	6.512665    	32.705509   	.826176     	.083297     	.365126     	.143597     	.062901     	1.893544    	.003005     	.186040     	.188260     	1.685273    	.030597     	.005582     	.009978     	.004204     	.001749     	100.164032  	10.008232   	73.214897   	84.981300   	11.059500   	.024076     	.039452     	.024778     	.040279     	.009655     	.007336     	.015388     	.010703     	.024833     	.036512     	.277207     	31.358658   	1.156667    	1.419893    	.282528     	1.293639    	13.838984   	2.598870    	11.914691   	35.846260   	
101.000000  	  54.882759   	.136886     	4.539235    	6.393698    	32.536427   	.835139     	.074090     	.370314     	.145372     	.041014     	1.898949    	.003562     	.185104     	.185010     	1.678269    	.030960     	.004970     	.010130     	.004260     	.001141     	99.954910   	10.002357   	73.169899   	85.093399   	11.059500   	.023846     	.041664     	.024832     	.039974     	.009814     	.007356     	.014960     	.010678     	.025390     	.036600     	.276741     	28.196634   	1.160601    	1.433160    	.283160     	1.285891    	14.998391   	2.566264    	11.991129   	54.558449   	
102.000000  	  54.705082   	.127839     	4.596116    	6.181011    	32.495983   	.828709     	.107360     	.345053     	.166016     	.045131     	1.898169    	.003336     	.187955     	.179362     	1.680936    	.030809     	.007223     	.009466     	.004879     	.001259     	99.598305   	10.003395   	73.082298   	85.122704   	11.059500   	.023393     	.044808     	.024474     	.038752     	.009974     	.007424     	.014126     	.010753     	.024358     	.035912     	.277126     	31.586615   	1.149268    	1.456457    	.283251     	1.294611    	10.557373   	2.728552    	10.330057   	48.779984   	
103.000000  	  54.713589   	.139966     	4.662939    	6.483003    	32.478657   	.820039     	.105859     	.352462     	.165102     	.089811     	1.893938    	.003644     	.190233     	.187677     	1.676034    	.030414     	.007105     	.009646     	.004841     	.002500     	100.011414  	10.006033   	72.964104   	85.161003   	11.059500   	.023880     	.042388     	.025116     	.034538     	.009792     	.007541     	.014288     	.010701     	.024903     	.034738     	.277352     	28.008665   	1.145118    	1.410195    	.283655     	1.307157    	10.763620   	2.673598    	10.554327   	24.271572   	
104.000000  	  53.986748   	.136862     	4.608843    	6.561497    	33.071739   	.809841     	.107191     	.338489     	.140443     	.075198     	1.875953    	.003576     	.188748     	.190679     	1.713193    	.030151     	.007222     	.009300     	.004134     	.002102     	99.836853   	10.025057   	72.808701   	84.931702   	11.059500   	.023403     	.040565     	.024668     	.035794     	.009775     	.007413     	.014334     	.010699     	.025024     	.034842     	.279384     	27.666225   	1.150953    	1.403763    	.280989     	1.312073    	10.674089   	2.761741    	12.226004   	28.864178   	
105.000000  	  54.148586   	.100402     	4.660409    	6.395152    	32.581318   	.837482     	.112255     	.335928     	.150757     	.079309     	1.886676    	.002631     	.191377     	.186348     	1.692362    	.031264     	.007583     	.009254     	.004449     	.002222     	99.401596   	10.014169   	72.809998   	84.899902   	11.059500   	.023751     	.041673     	.024162     	.037461     	.009787     	.007183     	.014752     	.010810     	.025435     	.035061     	.278888     	36.989296   	1.138423    	1.426895    	.283046     	1.277750    	10.466908   	2.797237    	11.624881   	27.581602   	
106.000000  	  40.933628   	.015069     	.000000     	9.985015    	48.842976   	.060490     	.009590     	.013348     	.108553     	.337140     	1.502080    	.000416     	.000000     	.306427     	2.671957    	.002378     	.000682     	.000387     	.003374     	.009950     	100.305817  	10.497652   	72.936203   	84.475502   	11.059500   	.024394     	.043023     	.026739     	.039434     	.009466     	.007455     	.014482     	.010584     	.026147     	.036017     	.329675     	228.909485  	-130.56659  	1.128413    	.231707     	9.172403    	98.369118   	55.284554   	15.998018   	7.385390    	
107.000000  	  40.615856   	.000000     	.000000     	9.854576    	48.984303   	.071851     	.000000     	.010643     	.112525     	.335219     	1.495497    	.000000     	.000000     	.303454     	2.688817    	.002835     	.000000     	.000310     	.003509     	.009927     	99.984970   	10.504349   	72.907097   	84.475403   	11.059500   	.025017     	.045343     	.026165     	.036357     	.009593     	.007382     	.015289     	.010555     	.025728     	.036700     	.331354     	-86.68714   	-511.67877  	1.132149    	.231228     	7.817912    	-204.10115  	68.984596   	15.271235   	7.528473    	
